key,original,newExpr,A,test
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 85]]",68*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-8*x**3 - 192*x - 728/x - 858/x**3 - 359/x**5 - 45/x**7) + (y**4 + y**(-4))*(28*x**2 + 270 + 581/x**2 + 406/x**4 + 96/x**6 + 4/x**8) + (y**6 + y**(-6))*(-42*x - 213/x - 263/x**3 - 103/x**5 - 11/x**7) + (y**8 + y**(-8))*(34 + 94/x**2 + 61/x**4 + 11/x**6) + (y**10 + y**(-10))*(-15/x - 20/x**3 - 5/x**5) + 519 + 1044/x**2 + 730/x**4 + 178/x**6 + 8/x**8,4*t0**5*t1**3 - 11*t0**5*t1**2 + 11*t0**5*t1 - 5*t0**5 + t0**5/t1 + 8*t0**4*t1**4 - 45*t0**4*t1**3 + 96*t0**4*t1**2 - 103*t0**4*t1 + 61*t0**4 - 20*t0**4/t1 + 3*t0**4/t1**2 + 4*t0**3*t1**5 - 45*t0**3*t1**4 + 178*t0**3*t1**3 - 359*t0**3*t1**2 + 406*t0**3*t1 - 263*t0**3 + 94*t0**3/t1 - 15*t0**3/t1**2 - 11*t0**2*t1**5 + 96*t0**2*t1**4 - 359*t0**2*t1**3 + 730*t0**2*t1**2 - 858*t0**2*t1 + 581*t0**2 - 213*t0**2/t1 + 34*t0**2/t1**2 + 11*t0*t1**5 - 103*t0*t1**4 + 406*t0*t1**3 - 858*t0*t1**2 + 1044*t0*t1 - 728*t0 + 270*t0/t1 - 42*t0/t1**2 - 5*t1**5 + 61*t1**4 - 263*t1**3 + 581*t1**2 - 728*t1 + 519 - 192/t1 + 28/t1**2 + t1**5/t0 - 20*t1**4/t0 + 94*t1**3/t0 - 213*t1**2/t0 + 270*t1/t0 - 192/t0 + 68/(t0*t1) - 8/(t0*t1**2) + 3*t1**4/t0**2 - 15*t1**3/t0**2 + 34*t1**2/t0**2 - 42*t1/t0**2 + 28/t0**2 - 8/(t0**2*t1),"[[   0   -8   28  -42   34  -15    3    0]
 [  -8   68 -192  270 -213   94  -20    1]
 [  28 -192  519 -728  581 -263   61   -5]
 [ -42  270 -728 1044 -858  406 -103   11]
 [  34 -213  581 -858  730 -359   96  -11]
 [ -15   94 -263  406 -359  178  -45    4]
 [   3  -20   61 -103   96  -45    8    0]
 [   0    1   -5   11  -11    4    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 86]]",6*x**6 + 142*x**4 + x**2*(y**16 + y**(-16)) + 464*x**2 + (-5*x**3 - 5*x)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-42*x**5 - 296*x**3 - 500*x - 323/x - 81/x**3 - 4/x**5) + (y**4 + y**(-4))*(6*x**6 + 131*x**4 + 375*x**2 + 339 + 120/x**2 + 13/x**4) + (y**6 + y**(-6))*(-35*x**5 - 202*x**3 - 275*x - 127/x - 19/x**3) + (y**8 + y**(-8))*(4*x**6 + 67*x**4 + 163*x**2 + 108 + 20/x**2) + (y**10 + y**(-10))*(-10*x**5 - 60*x**3 - 68*x - 18/x) + (y**12 + y**(-12))*(10*x**4 + 27*x**2 + 12) + 493 + 214/x**2 + 30/x**4,-4*t0**3*t1**2 + 13*t0**3*t1 - 19*t0**3 + 20*t0**3/t1 - 18*t0**3/t1**2 + 12*t0**3/t1**3 - 5*t0**3/t1**4 + t0**3/t1**5 - 4*t0**2*t1**3 + 30*t0**2*t1**2 - 81*t0**2*t1 + 120*t0**2 - 127*t0**2/t1 + 108*t0**2/t1**2 - 68*t0**2/t1**3 + 27*t0**2/t1**4 - 5*t0**2/t1**5 + 13*t0*t1**3 - 81*t0*t1**2 + 214*t0*t1 - 323*t0 + 339*t0/t1 - 275*t0/t1**2 + 163*t0/t1**3 - 60*t0/t1**4 + 10*t0/t1**5 - 19*t1**3 + 120*t1**2 - 323*t1 + 493 - 500/t1 + 375/t1**2 - 202/t1**3 + 67/t1**4 - 10/t1**5 + 20*t1**3/t0 - 127*t1**2/t0 + 339*t1/t0 - 500/t0 + 464/(t0*t1) - 296/(t0*t1**2) + 131/(t0*t1**3) - 35/(t0*t1**4) + 4/(t0*t1**5) - 18*t1**3/t0**2 + 108*t1**2/t0**2 - 275*t1/t0**2 + 375/t0**2 - 296/(t0**2*t1) + 142/(t0**2*t1**2) - 42/(t0**2*t1**3) + 6/(t0**2*t1**4) + 12*t1**3/t0**3 - 68*t1**2/t0**3 + 163*t1/t0**3 - 202/t0**3 + 131/(t0**3*t1) - 42/(t0**3*t1**2) + 6/(t0**3*t1**3) - 5*t1**3/t0**4 + 27*t1**2/t0**4 - 60*t1/t0**4 + 67/t0**4 - 35/(t0**4*t1) + 6/(t0**4*t1**2) + t1**3/t0**5 - 5*t1**2/t0**5 + 10*t1/t0**5 - 10/t0**5 + 4/(t0**5*t1),"[[   0    0    0    0    4  -10   10   -5    1]
 [   0    0    0    6  -35   67  -60   27   -5]
 [   0    0    6  -42  131 -202  163  -68   12]
 [   0    6  -42  142 -296  375 -275  108  -18]
 [   4  -35  131 -296  464 -500  339 -127   20]
 [ -10   67 -202  375 -500  493 -323  120  -19]
 [  10  -60  163 -275  339 -323  214  -81   13]
 [  -5   27  -68  108 -127  120  -81   30   -4]
 [   1   -5   12  -18   20  -19   13   -4    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 87]]",98*x**4 + 724*x**2 + (3 + x**(-2))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-12*x**5 - 275*x**3 - 988*x - 1104/x - 422/x**3 - 43/x**5) + (y**4 + y**(-4))*(43*x**4 + 374*x**2 + 749 + 485/x**2 + 99/x**4 + 4/x**6) + (y**6 + y**(-6))*(-61*x**3 - 276*x - 315/x - 110/x**3 - 10/x**5) + (y**8 + y**(-8))*(44*x**2 + 112 + 67/x**2 + 10/x**4) + (y**10 + y**(-10))*(-17*x - 22/x - 5/x**3) + 1395 + 920/x**2 + 196/x**4 + 6/x**6,4*t0**4*t1**2 - 10*t0**4*t1 + 10*t0**4 - 5*t0**4/t1 + t0**4/t1**2 + 6*t0**3*t1**3 - 43*t0**3*t1**2 + 99*t0**3*t1 - 110*t0**3 + 67*t0**3/t1 - 22*t0**3/t1**2 + 3*t0**3/t1**3 + 4*t0**2*t1**4 - 43*t0**2*t1**3 + 196*t0**2*t1**2 - 422*t0**2*t1 + 485*t0**2 - 315*t0**2/t1 + 112*t0**2/t1**2 - 17*t0**2/t1**3 - 10*t0*t1**4 + 99*t0*t1**3 - 422*t0*t1**2 + 920*t0*t1 - 1104*t0 + 749*t0/t1 - 276*t0/t1**2 + 44*t0/t1**3 + 10*t1**4 - 110*t1**3 + 485*t1**2 - 1104*t1 + 1395 - 988/t1 + 374/t1**2 - 61/t1**3 - 5*t1**4/t0 + 67*t1**3/t0 - 315*t1**2/t0 + 749*t1/t0 - 988/t0 + 724/(t0*t1) - 275/(t0*t1**2) + 43/(t0*t1**3) + t1**4/t0**2 - 22*t1**3/t0**2 + 112*t1**2/t0**2 - 276*t1/t0**2 + 374/t0**2 - 275/(t0**2*t1) + 98/(t0**2*t1**2) - 12/(t0**2*t1**3) + 3*t1**3/t0**3 - 17*t1**2/t0**3 + 44*t1/t0**3 - 61/t0**3 + 43/(t0**3*t1) - 12/(t0**3*t1**2),"[[    0   -12    43   -61    44   -17     3     0]
 [  -12    98  -275   374  -276   112   -22     1]
 [   43  -275   724  -988   749  -315    67    -5]
 [  -61   374  -988  1395 -1104   485  -110    10]
 [   44  -276   749 -1104   920  -422    99   -10]
 [  -17   112  -315   485  -422   196   -43     4]
 [    3   -22    67  -110    99   -43     6     0]
 [    0     1    -5    10   -10     4     0     0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 88]]",42*x**4 + 352*x**2 + y**16 + (-5*x - 5/x)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-6*x**5 - 141*x**3 - 538*x - 634/x - 261/x**3 - 30/x**5) + (y**4 + y**(-4))*(35*x**4 + 252*x**2 + 506 + 346/x**2 + 81/x**4 + 4/x**6) + (y**6 + y**(-6))*(-4*x**5 - 73*x**3 - 265*x - 299/x - 116/x**3 - 13/x**5) + (y**8 + y**(-8))*(10*x**4 + 84*x**2 + 174 + 107/x**2 + 19/x**4) + (y**10 + y**(-10))*(-12*x**3 - 62*x - 68/x - 18/x**3) + (y**12 + y**(-12))*(10*x**2 + 27 + 12/x**2) + 735 + y**(-16) + 514/x**2 + 118/x**4 + 4/x**6,4*t0**4*t1**2 - 13*t0**4*t1 + 19*t0**4 - 18*t0**4/t1 + 12*t0**4/t1**2 - 5*t0**4/t1**3 + t0**4/t1**4 + 4*t0**3*t1**3 - 30*t0**3*t1**2 + 81*t0**3*t1 - 116*t0**3 + 107*t0**3/t1 - 68*t0**3/t1**2 + 27*t0**3/t1**3 - 5*t0**3/t1**4 + 4*t0**2*t1**4 - 30*t0**2*t1**3 + 118*t0**2*t1**2 - 261*t0**2*t1 + 346*t0**2 - 299*t0**2/t1 + 174*t0**2/t1**2 - 62*t0**2/t1**3 + 10*t0**2/t1**4 - 13*t0*t1**4 + 81*t0*t1**3 - 261*t0*t1**2 + 514*t0*t1 - 634*t0 + 506*t0/t1 - 265*t0/t1**2 + 84*t0/t1**3 - 12*t0/t1**4 + 19*t1**4 - 116*t1**3 + 346*t1**2 - 634*t1 + 735 - 538/t1 + 252/t1**2 - 73/t1**3 + 10/t1**4 - 18*t1**4/t0 + 107*t1**3/t0 - 299*t1**2/t0 + 506*t1/t0 - 538/t0 + 352/(t0*t1) - 141/(t0*t1**2) + 35/(t0*t1**3) - 4/(t0*t1**4) + 12*t1**4/t0**2 - 68*t1**3/t0**2 + 174*t1**2/t0**2 - 265*t1/t0**2 + 252/t0**2 - 141/(t0**2*t1) + 42/(t0**2*t1**2) - 6/(t0**2*t1**3) - 5*t1**4/t0**3 + 27*t1**3/t0**3 - 62*t1**2/t0**3 + 84*t1/t0**3 - 73/t0**3 + 35/(t0**3*t1) - 6/(t0**3*t1**2) + t1**4/t0**4 - 5*t1**3/t0**4 + 10*t1**2/t0**4 - 12*t1/t0**4 + 10/t0**4 - 4/(t0**4*t1),"[[   0    0    0   -4   10  -12   10   -5    1]
 [   0    0   -6   35  -73   84  -62   27   -5]
 [   0   -6   42 -141  252 -265  174  -68   12]
 [  -4   35 -141  352 -538  506 -299  107  -18]
 [  10  -73  252 -538  735 -634  346 -116   19]
 [ -12   84 -265  506 -634  514 -261   81  -13]
 [  10  -62  174 -299  346 -261  118  -30    4]
 [  -5   27  -68  107 -116   81  -30    4    0]
 [   1   -5   12  -18   19  -13    4    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 89]]",68*x**6 + 608*x**4 + 1274*x**2 + (x**4 + 3*x**2)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-8*x**7 - 233*x**5 - 904*x**3 - 1059*x - 428/x - 48/x**3) + (y**4 + y**(-4))*(48*x**6 + 383*x**4 + 750*x**2 + 471 + 84/x**2) + (y**6 + y**(-6))*(-4*x**7 - 88*x**5 - 317*x**3 - 318*x - 85/x) + (y**8 + y**(-8))*(8*x**6 + 69*x**4 + 126*x**2 + 53) + (y**10 + y**(-10))*(-5*x**5 - 24*x**3 - 19*x) + 907 + 220/x**2 + 12/x**4,12*t0**2*t1**2 - 48*t0**2*t1 + 84*t0**2 - 85*t0**2/t1 + 53*t0**2/t1**2 - 19*t0**2/t1**3 + 3*t0**2/t1**4 - 48*t0*t1**2 + 220*t0*t1 - 428*t0 + 471*t0/t1 - 318*t0/t1**2 + 126*t0/t1**3 - 24*t0/t1**4 + t0/t1**5 + 84*t1**2 - 428*t1 + 907 - 1059/t1 + 750/t1**2 - 317/t1**3 + 69/t1**4 - 5/t1**5 - 85*t1**2/t0 + 471*t1/t0 - 1059/t0 + 1274/(t0*t1) - 904/(t0*t1**2) + 383/(t0*t1**3) - 88/(t0*t1**4) + 8/(t0*t1**5) + 53*t1**2/t0**2 - 318*t1/t0**2 + 750/t0**2 - 904/(t0**2*t1) + 608/(t0**2*t1**2) - 233/(t0**2*t1**3) + 48/(t0**2*t1**4) - 4/(t0**2*t1**5) - 19*t1**2/t0**3 + 126*t1/t0**3 - 317/t0**3 + 383/(t0**3*t1) - 233/(t0**3*t1**2) + 68/(t0**3*t1**3) - 8/(t0**3*t1**4) + 3*t1**2/t0**4 - 24*t1/t0**4 + 69/t0**4 - 88/(t0**4*t1) + 48/(t0**4*t1**2) - 8/(t0**4*t1**3) + t1/t0**5 - 5/t0**5 + 8/(t0**5*t1) - 4/(t0**5*t1**2),"[[    0     0     0    -4     8    -5     1     0]
 [    0     0    -8    48   -88    69   -24     3]
 [    0    -8    68  -233   383  -317   126   -19]
 [   -4    48  -233   608  -904   750  -318    53]
 [    8   -88   383  -904  1274 -1059   471   -85]
 [   -5    69  -317   750 -1059   907  -428    84]
 [    1   -24   126  -318   471  -428   220   -48]
 [    0     3   -19    53   -85    84   -48    12]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 90]]",32*x**4 + 226*x**2 + (1 + 3/x**2)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-4*x**5 - 80*x**3 - 334*x - 546/x - 342/x**3 - 54/x**5) + (y**4 + y**(-4))*(10*x**4 + 106*x**2 + 317 + 366/x**2 + 133/x**4 + 8/x**6) + (y**6 + y**(-6))*(-12*x**3 - 93*x - 209/x - 153/x**3 - 25/x**5) + (y**8 + y**(-8))*(10*x**2 + 56 + 85/x**2 + 29/x**4) + (y**10 + y**(-10))*(-5*x - 20/x - 15/x**3) + 545 + 546/x**2 + 180/x**4 + 8/x**6,8*t0**4*t1**2 - 25*t0**4*t1 + 29*t0**4 - 15*t0**4/t1 + 3*t0**4/t1**2 + 8*t0**3*t1**3 - 54*t0**3*t1**2 + 133*t0**3*t1 - 153*t0**3 + 85*t0**3/t1 - 20*t0**3/t1**2 + t0**3/t1**3 + 8*t0**2*t1**4 - 54*t0**2*t1**3 + 180*t0**2*t1**2 - 342*t0**2*t1 + 366*t0**2 - 209*t0**2/t1 + 56*t0**2/t1**2 - 5*t0**2/t1**3 - 25*t0*t1**4 + 133*t0*t1**3 - 342*t0*t1**2 + 546*t0*t1 - 546*t0 + 317*t0/t1 - 93*t0/t1**2 + 10*t0/t1**3 + 29*t1**4 - 153*t1**3 + 366*t1**2 - 546*t1 + 545 - 334/t1 + 106/t1**2 - 12/t1**3 - 15*t1**4/t0 + 85*t1**3/t0 - 209*t1**2/t0 + 317*t1/t0 - 334/t0 + 226/(t0*t1) - 80/(t0*t1**2) + 10/(t0*t1**3) + 3*t1**4/t0**2 - 20*t1**3/t0**2 + 56*t1**2/t0**2 - 93*t1/t0**2 + 106/t0**2 - 80/(t0**2*t1) + 32/(t0**2*t1**2) - 4/(t0**2*t1**3) + t1**3/t0**3 - 5*t1**2/t0**3 + 10*t1/t0**3 - 12/t0**3 + 10/(t0**3*t1) - 4/(t0**3*t1**2),"[[   0   -4   10  -12   10   -5    1    0]
 [  -4   32  -80  106  -93   56  -20    3]
 [  10  -80  226 -334  317 -209   85  -15]
 [ -12  106 -334  545 -546  366 -153   29]
 [  10  -93  317 -546  546 -342  133  -25]
 [  -5   56 -209  366 -342  180  -54    8]
 [   1  -20   85 -153  133  -54    8    0]
 [   0    3  -15   29  -25    8    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 91]]",8*x**6 + 244*x**4 + 1082*x**2 + (x**2 + 3)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-54*x**5 - 511*x**3 - 1271*x - 1091/x - 289/x**3 - 12/x**5) + (y**4 + y**(-4))*(4*x**6 + 120*x**4 + 575*x**2 + 853 + 408/x**2 + 44/x**4) + (y**6 + y**(-6))*(-10*x**5 - 130*x**3 - 367*x - 312/x - 65/x**3) + (y**8 + y**(-8))*(10*x**4 + 77*x**2 + 128 + 49/x**2) + (y**10 + y**(-10))*(-5*x**3 - 24*x - 19/x) + 1565 + 778/x**2 + 100/x**4,-12*t0**3*t1**2 + 44*t0**3*t1 - 65*t0**3 + 49*t0**3/t1 - 19*t0**3/t1**2 + 3*t0**3/t1**3 - 12*t0**2*t1**3 + 100*t0**2*t1**2 - 289*t0**2*t1 + 408*t0**2 - 312*t0**2/t1 + 128*t0**2/t1**2 - 24*t0**2/t1**3 + t0**2/t1**4 + 44*t0*t1**3 - 289*t0*t1**2 + 778*t0*t1 - 1091*t0 + 853*t0/t1 - 367*t0/t1**2 + 77*t0/t1**3 - 5*t0/t1**4 - 65*t1**3 + 408*t1**2 - 1091*t1 + 1565 - 1271/t1 + 575/t1**2 - 130/t1**3 + 10/t1**4 + 49*t1**3/t0 - 312*t1**2/t0 + 853*t1/t0 - 1271/t0 + 1082/(t0*t1) - 511/(t0*t1**2) + 120/(t0*t1**3) - 10/(t0*t1**4) - 19*t1**3/t0**2 + 128*t1**2/t0**2 - 367*t1/t0**2 + 575/t0**2 - 511/(t0**2*t1) + 244/(t0**2*t1**2) - 54/(t0**2*t1**3) + 4/(t0**2*t1**4) + 3*t1**3/t0**3 - 24*t1**2/t0**3 + 77*t1/t0**3 - 130/t0**3 + 120/(t0**3*t1) - 54/(t0**3*t1**2) + 8/(t0**3*t1**3) + t1**2/t0**4 - 5*t1/t0**4 + 10/t0**4 - 10/(t0**4*t1) + 4/(t0**4*t1**2),"[[    0     0     4   -10    10    -5     1     0]
 [    0     8   -54   120  -130    77   -24     3]
 [    4   -54   244  -511   575  -367   128   -19]
 [  -10   120  -511  1082 -1271   853  -312    49]
 [   10  -130   575 -1271  1565 -1091   408   -65]
 [   -5    77  -367   853 -1091   778  -289    44]
 [    1   -24   128  -312   408  -289   100   -12]
 [    0     3   -19    49   -65    44   -12     0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 92]]",4*x**4 + 130*x**2 + (-5/x - 5/x**3)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-32*x**3 - 276*x - 662/x - 560/x**3 - 148/x**5 - 6/x**7) + (y**4 + y**(-4))*(4*x**4 + 81*x**2 + 354 + 531/x**2 + 269/x**4 + 36/x**6) + (y**6 + y**(-6))*(-12*x**3 - 111*x - 305/x - 283/x**3 - 81/x**5 - 4/x**7) + (y**8 + y**(-8))*(17*x**2 + 102 + 179/x**2 + 94/x**4 + 12/x**6) + (y**10 + y**(-10))*(-16*x - 66/x - 65/x**3 - 15/x**5) + (y**12 + y**(-12))*(11 + 27/x**2 + 11/x**4) + 543 + (y**16 + y**(-16))/x**2 + 762/x**2 + 364/x**4 + 44/x**6,-4*t0**5*t1**2 + 12*t0**5*t1 - 15*t0**5 + 11*t0**5/t1 - 5*t0**5/t1**2 + t0**5/t1**3 - 6*t0**4*t1**3 + 36*t0**4*t1**2 - 81*t0**4*t1 + 94*t0**4 - 65*t0**4/t1 + 27*t0**4/t1**2 - 5*t0**4/t1**3 - 6*t0**3*t1**4 + 44*t0**3*t1**3 - 148*t0**3*t1**2 + 269*t0**3*t1 - 283*t0**3 + 179*t0**3/t1 - 66*t0**3/t1**2 + 11*t0**3/t1**3 - 4*t0**2*t1**5 + 36*t0**2*t1**4 - 148*t0**2*t1**3 + 364*t0**2*t1**2 - 560*t0**2*t1 + 531*t0**2 - 305*t0**2/t1 + 102*t0**2/t1**2 - 16*t0**2/t1**3 + 12*t0*t1**5 - 81*t0*t1**4 + 269*t0*t1**3 - 560*t0*t1**2 + 762*t0*t1 - 662*t0 + 354*t0/t1 - 111*t0/t1**2 + 17*t0/t1**3 - 15*t1**5 + 94*t1**4 - 283*t1**3 + 531*t1**2 - 662*t1 + 543 - 276/t1 + 81/t1**2 - 12/t1**3 + 11*t1**5/t0 - 65*t1**4/t0 + 179*t1**3/t0 - 305*t1**2/t0 + 354*t1/t0 - 276/t0 + 130/(t0*t1) - 32/(t0*t1**2) + 4/(t0*t1**3) - 5*t1**5/t0**2 + 27*t1**4/t0**2 - 66*t1**3/t0**2 + 102*t1**2/t0**2 - 111*t1/t0**2 + 81/t0**2 - 32/(t0**2*t1) + 4/(t0**2*t1**2) + t1**5/t0**3 - 5*t1**4/t0**3 + 11*t1**3/t0**3 - 16*t1**2/t0**3 + 17*t1/t0**3 - 12/t0**3 + 4/(t0**3*t1),"[[   0    0    4  -12   17  -16   11   -5    1]
 [   0    4  -32   81 -111  102  -66   27   -5]
 [   4  -32  130 -276  354 -305  179  -65   11]
 [ -12   81 -276  543 -662  531 -283   94  -15]
 [  17 -111  354 -662  762 -560  269  -81   12]
 [ -16  102 -305  531 -560  364 -148   36   -4]
 [  11  -66  179 -283  269 -148   44   -6    0]
 [  -5   27  -65   94  -81   36   -6    0    0]
 [   1   -5   11  -15   12   -4    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 93]]",8*x**4 + 214*x**2 + (3 + x**(-2))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-60*x**3 - 403*x - 649/x - 390/x**3 - 88/x**5 - 4/x**7) + (y**4 + y**(-4))*(8*x**4 + 144*x**2 + 412 + 366/x**2 + 123/x**4 + 12/x**6) + (y**6 + y**(-6))*(-24*x**3 - 159*x - 225/x - 105/x**3 - 15/x**5) + (y**8 + y**(-8))*(28*x**2 + 86 + 59/x**2 + 11/x**4) + (y**10 + y**(-10))*(-15*x - 20/x - 5/x**3) + 661 + 650/x**2 + 254/x**4 + 32/x**6,-4*t0**4*t1**3 + 12*t0**4*t1**2 - 15*t0**4*t1 + 11*t0**4 - 5*t0**4/t1 + t0**4/t1**2 - 4*t0**3*t1**4 + 32*t0**3*t1**3 - 88*t0**3*t1**2 + 123*t0**3*t1 - 105*t0**3 + 59*t0**3/t1 - 20*t0**3/t1**2 + 3*t0**3/t1**3 + 12*t0**2*t1**4 - 88*t0**2*t1**3 + 254*t0**2*t1**2 - 390*t0**2*t1 + 366*t0**2 - 225*t0**2/t1 + 86*t0**2/t1**2 - 15*t0**2/t1**3 - 15*t0*t1**4 + 123*t0*t1**3 - 390*t0*t1**2 + 650*t0*t1 - 649*t0 + 412*t0/t1 - 159*t0/t1**2 + 28*t0/t1**3 + 11*t1**4 - 105*t1**3 + 366*t1**2 - 649*t1 + 661 - 403/t1 + 144/t1**2 - 24/t1**3 - 5*t1**4/t0 + 59*t1**3/t0 - 225*t1**2/t0 + 412*t1/t0 - 403/t0 + 214/(t0*t1) - 60/(t0*t1**2) + 8/(t0*t1**3) + t1**4/t0**2 - 20*t1**3/t0**2 + 86*t1**2/t0**2 - 159*t1/t0**2 + 144/t0**2 - 60/(t0**2*t1) + 8/(t0**2*t1**2) + 3*t1**3/t0**3 - 15*t1**2/t0**3 + 28*t1/t0**3 - 24/t0**3 + 8/(t0**3*t1),"[[   0    0    8  -24   28  -15    3    0]
 [   0    8  -60  144 -159   86  -20    1]
 [   8  -60  214 -403  412 -225   59   -5]
 [ -24  144 -403  661 -649  366 -105   11]
 [  28 -159  412 -649  650 -390  123  -15]
 [ -15   86 -225  366 -390  254  -88   12]
 [   3  -20   59 -105  123  -88   32   -4]
 [   0    1   -5   11  -15   12   -4    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 94]]",(y**2 + y**(-2))*(-35/x - 303/x**3 - 759/x**5 - 662/x**7 - 178/x**9 - 7/x**11) + (y**4 + y**(-4))*(68/x**2 + 378/x**4 + 610/x**6 + 318/x**8 + 41/x**10) + (y**6 + y**(-6))*(-83/x**3 - 313/x**5 - 320/x**7 - 94/x**9 - 4/x**11) + (y**8 + y**(-8))*(68/x**4 + 168/x**6 + 102/x**8 + 15/x**10) + (y**10 + y**(-10))*(-35/x**5 - 51/x**7 - 17/x**9 - 1/x**11) + (y**12 + y**(-12))*(9/x**6 + 6/x**8 + x**(-10)) + 9 + 150/x**2 + 618/x**4 + 888/x**6 + 438/x**8 + 54/x**10,-t0**8*t1**3 + t0**8*t1**2 - 4*t0**7*t1**4 + 15*t0**7*t1**3 - 17*t0**7*t1**2 + 6*t0**7*t1 - 7*t0**6*t1**5 + 41*t0**6*t1**4 - 94*t0**6*t1**3 + 102*t0**6*t1**2 - 51*t0**6*t1 + 9*t0**6 - 7*t0**5*t1**6 + 54*t0**5*t1**5 - 178*t0**5*t1**4 + 318*t0**5*t1**3 - 320*t0**5*t1**2 + 168*t0**5*t1 - 35*t0**5 - 4*t0**4*t1**7 + 41*t0**4*t1**6 - 178*t0**4*t1**5 + 438*t0**4*t1**4 - 662*t0**4*t1**3 + 610*t0**4*t1**2 - 313*t0**4*t1 + 68*t0**4 - t0**3*t1**8 + 15*t0**3*t1**7 - 94*t0**3*t1**6 + 318*t0**3*t1**5 - 662*t0**3*t1**4 + 888*t0**3*t1**3 - 759*t0**3*t1**2 + 378*t0**3*t1 - 83*t0**3 + t0**2*t1**8 - 17*t0**2*t1**7 + 102*t0**2*t1**6 - 320*t0**2*t1**5 + 610*t0**2*t1**4 - 759*t0**2*t1**3 + 618*t0**2*t1**2 - 303*t0**2*t1 + 68*t0**2 + 6*t0*t1**7 - 51*t0*t1**6 + 168*t0*t1**5 - 313*t0*t1**4 + 378*t0*t1**3 - 303*t0*t1**2 + 150*t0*t1 - 35*t0 + 9*t1**6 - 35*t1**5 + 68*t1**4 - 83*t1**3 + 68*t1**2 - 35*t1 + 9,"[[   9  -35   68  -83   68  -35    9    0    0]
 [ -35  150 -303  378 -313  168  -51    6    0]
 [  68 -303  618 -759  610 -320  102  -17    1]
 [ -83  378 -759  888 -662  318  -94   15   -1]
 [  68 -313  610 -662  438 -178   41   -4    0]
 [ -35  168 -320  318 -178   54   -7    0    0]
 [   9  -51  102  -94   41   -7    0    0    0]
 [   0    6  -17   15   -4    0    0    0    0]
 [   0    0    1   -1    0    0    0    0    0]]",0
