key,original,newExpr,A,test
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 11]]",8*x**4 + 162*x**2 + y**12 + (-6*x - 6/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-49*x**3 - 257*x - 302/x - 99/x**3 - 5/x**5) + (y**4 + y**(-4))*(6*x**4 + 94*x**2 + 211 + 125/x**2 + 16/x**4) + (y**6 + y**(-6))*(-15*x**3 - 82*x - 88/x - 21/x**3) + (y**8 + y**(-8))*(14*x**2 + 35 + 15/x**2) + 377 + y**(-12) + 242/x**2 + 38/x**4,-5*t0**3*t1**2 + 16*t0**3*t1 - 21*t0**3 + 15*t0**3/t1 - 6*t0**3/t1**2 + t0**3/t1**3 - 5*t0**2*t1**3 + 38*t0**2*t1**2 - 99*t0**2*t1 + 125*t0**2 - 88*t0**2/t1 + 35*t0**2/t1**2 - 6*t0**2/t1**3 + 16*t0*t1**3 - 99*t0*t1**2 + 242*t0*t1 - 302*t0 + 211*t0/t1 - 82*t0/t1**2 + 14*t0/t1**3 - 21*t1**3 + 125*t1**2 - 302*t1 + 377 - 257/t1 + 94/t1**2 - 15/t1**3 + 15*t1**3/t0 - 88*t1**2/t0 + 211*t1/t0 - 257/t0 + 162/(t0*t1) - 49/(t0*t1**2) + 6/(t0*t1**3) - 6*t1**3/t0**2 + 35*t1**2/t0**2 - 82*t1/t0**2 + 94/t0**2 - 49/(t0**2*t1) + 8/(t0**2*t1**2) + t1**3/t0**3 - 6*t1**2/t0**3 + 14*t1/t0**3 - 15/t0**3 + 6/(t0**3*t1),"[[   0    0    6  -15   14   -6    1]
 [   0    8  -49   94  -82   35   -6]
 [   6  -49  162 -257  211  -88   15]
 [ -15   94 -257  377 -302  125  -21]
 [  14  -82  211 -302  242  -99   16]
 [  -6   35  -88  125  -99   38   -5]
 [   1   -6   15  -21   16   -5    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 12]]",4*x**4 + 94*x**2 + y**12 + (-5*x - 5/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-28*x**3 - 157*x - 193/x - 68/x**3 - 4/x**5) + (y**4 + y**(-4))*(4*x**4 + 58*x**2 + 136 + 83/x**2 + 12/x**4) + (y**6 + y**(-6))*(-10*x**3 - 55*x - 60/x - 15/x**3) + (y**8 + y**(-8))*(10*x**2 + 26 + 11/x**2) + 235 + y**(-12) + 158/x**2 + 28/x**4,-4*t0**3*t1**2 + 12*t0**3*t1 - 15*t0**3 + 11*t0**3/t1 - 5*t0**3/t1**2 + t0**3/t1**3 - 4*t0**2*t1**3 + 28*t0**2*t1**2 - 68*t0**2*t1 + 83*t0**2 - 60*t0**2/t1 + 26*t0**2/t1**2 - 5*t0**2/t1**3 + 12*t0*t1**3 - 68*t0*t1**2 + 158*t0*t1 - 193*t0 + 136*t0/t1 - 55*t0/t1**2 + 10*t0/t1**3 - 15*t1**3 + 83*t1**2 - 193*t1 + 235 - 157/t1 + 58/t1**2 - 10/t1**3 + 11*t1**3/t0 - 60*t1**2/t0 + 136*t1/t0 - 157/t0 + 94/(t0*t1) - 28/(t0*t1**2) + 4/(t0*t1**3) - 5*t1**3/t0**2 + 26*t1**2/t0**2 - 55*t1/t0**2 + 58/t0**2 - 28/(t0**2*t1) + 4/(t0**2*t1**2) + t1**3/t0**3 - 5*t1**2/t0**3 + 10*t1/t0**3 - 10/t0**3 + 4/(t0**3*t1),"[[   0    0    4  -10   10   -5    1]
 [   0    4  -28   58  -55   26   -5]
 [   4  -28   94 -157  136  -60   11]
 [ -10   58 -157  235 -193   83  -15]
 [  10  -55  136 -193  158  -68   12]
 [  -5   26  -60   83  -68   28   -4]
 [   1   -5   11  -15   12   -4    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 13]]",32*x**2 + (-5/x - 5/x**3)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-4*x**3 - 80*x - 246/x - 211/x**3 - 41/x**5) + (y**4 + y**(-4))*(12*x**2 + 100 + 173/x**2 + 76/x**4 + 4/x**6) + (y**6 + y**(-6))*(-16*x - 71/x - 66/x**3 - 11/x**5) + (y**8 + y**(-8))*(12 + 28/x**2 + 11/x**4) + 197 + (y**12 + y**(-12))/x**2 + 308/x**2 + 134/x**4 + 8/x**6,4*t0**4*t1**2 - 11*t0**4*t1 + 11*t0**4 - 5*t0**4/t1 + t0**4/t1**2 + 8*t0**3*t1**3 - 41*t0**3*t1**2 + 76*t0**3*t1 - 66*t0**3 + 28*t0**3/t1 - 5*t0**3/t1**2 + 4*t0**2*t1**4 - 41*t0**2*t1**3 + 134*t0**2*t1**2 - 211*t0**2*t1 + 173*t0**2 - 71*t0**2/t1 + 12*t0**2/t1**2 - 11*t0*t1**4 + 76*t0*t1**3 - 211*t0*t1**2 + 308*t0*t1 - 246*t0 + 100*t0/t1 - 16*t0/t1**2 + 11*t1**4 - 66*t1**3 + 173*t1**2 - 246*t1 + 197 - 80/t1 + 12/t1**2 - 5*t1**4/t0 + 28*t1**3/t0 - 71*t1**2/t0 + 100*t1/t0 - 80/t0 + 32/(t0*t1) - 4/(t0*t1**2) + t1**4/t0**2 - 5*t1**3/t0**2 + 12*t1**2/t0**2 - 16*t1/t0**2 + 12/t0**2 - 4/(t0**2*t1),"[[   0   -4   12  -16   12   -5    1]
 [  -4   32  -80  100  -71   28   -5]
 [  12  -80  197 -246  173  -66   11]
 [ -16  100 -246  308 -211   76  -11]
 [  12  -71  173 -211  134  -41    4]
 [  -5   28  -66   76  -41    8    0]
 [   1   -5   11  -11    4    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 14]]",24*x**4 + x**2*(y**12 + y**(-12)) + 108*x**2 + (-5*x**3 - 5*x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-4*x**5 - 64*x**3 - 115*x - 67/x - 12/x**3) + (y**4 + y**(-4))*(24*x**4 + 83*x**2 + 66 + 16/x**2) + (y**6 + y**(-6))*(-4*x**5 - 39*x**3 - 50*x - 15/x) + (y**8 + y**(-8))*(8*x**4 + 24*x**2 + 11) + 115 + 44/x**2 + 4/x**4,4*t0**2*t1**2 - 12*t0**2*t1 + 16*t0**2 - 15*t0**2/t1 + 11*t0**2/t1**2 - 5*t0**2/t1**3 + t0**2/t1**4 - 12*t0*t1**2 + 44*t0*t1 - 67*t0 + 66*t0/t1 - 50*t0/t1**2 + 24*t0/t1**3 - 5*t0/t1**4 + 16*t1**2 - 67*t1 + 115 - 115/t1 + 83/t1**2 - 39/t1**3 + 8/t1**4 - 15*t1**2/t0 + 66*t1/t0 - 115/t0 + 108/(t0*t1) - 64/(t0*t1**2) + 24/(t0*t1**3) - 4/(t0*t1**4) + 11*t1**2/t0**2 - 50*t1/t0**2 + 83/t0**2 - 64/(t0**2*t1) + 24/(t0**2*t1**2) - 4/(t0**2*t1**3) - 5*t1**2/t0**3 + 24*t1/t0**3 - 39/t0**3 + 24/(t0**3*t1) - 4/(t0**3*t1**2) + t1**2/t0**4 - 5*t1/t0**4 + 8/t0**4 - 4/(t0**4*t1),"[[   0    0    0   -4    8   -5    1]
 [   0    0   -4   24  -39   24   -5]
 [   0   -4   24  -64   83  -50   11]
 [  -4   24  -64  108 -115   66  -15]
 [   8  -39   83 -115  115  -67   16]
 [  -5   24  -50   66  -67   44  -12]
 [   1   -5   11  -15   16  -12    4]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 15]]",28*x**2 + (-5/x - 5/x**3)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-4*x**3 - 62*x - 173/x - 141/x**3 - 26/x**5) + (y**4 + y**(-4))*(10*x**2 + 74 + 128/x**2 + 57/x**4 + 4/x**6) + (y**6 + y**(-6))*(-12*x - 57/x - 56/x**3 - 11/x**5) + (y**8 + y**(-8))*(10 + 26/x**2 + 11/x**4) + 143 + (y**12 + y**(-12))/x**2 + 206/x**2 + 82/x**4 + 4/x**6,4*t0**4*t1**2 - 11*t0**4*t1 + 11*t0**4 - 5*t0**4/t1 + t0**4/t1**2 + 4*t0**3*t1**3 - 26*t0**3*t1**2 + 57*t0**3*t1 - 56*t0**3 + 26*t0**3/t1 - 5*t0**3/t1**2 + 4*t0**2*t1**4 - 26*t0**2*t1**3 + 82*t0**2*t1**2 - 141*t0**2*t1 + 128*t0**2 - 57*t0**2/t1 + 10*t0**2/t1**2 - 11*t0*t1**4 + 57*t0*t1**3 - 141*t0*t1**2 + 206*t0*t1 - 173*t0 + 74*t0/t1 - 12*t0/t1**2 + 11*t1**4 - 56*t1**3 + 128*t1**2 - 173*t1 + 143 - 62/t1 + 10/t1**2 - 5*t1**4/t0 + 26*t1**3/t0 - 57*t1**2/t0 + 74*t1/t0 - 62/t0 + 28/(t0*t1) - 4/(t0*t1**2) + t1**4/t0**2 - 5*t1**3/t0**2 + 10*t1**2/t0**2 - 12*t1/t0**2 + 10/t0**2 - 4/(t0**2*t1),"[[   0   -4   10  -12   10   -5    1]
 [  -4   28  -62   74  -57   26   -5]
 [  10  -62  143 -173  128  -56   11]
 [ -12   74 -173  206 -141   57  -11]
 [  10  -57  128 -141   82  -26    4]
 [  -5   26  -56   57  -26    4    0]
 [   1   -5   11  -11    4    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 16]]",(y**2 + y**(-2))*(-29/x - 150/x**3 - 177/x**5 - 59/x**7 - 3/x**9) + (y**4 + y**(-4))*(41/x**2 + 114/x**4 + 74/x**6 + 12/x**8) + (y**6 + y**(-6))*(-29/x**3 - 43/x**5 - 15/x**7 - 1/x**9) + (y**8 + y**(-8))*(9/x**4 + 6/x**6 + x**(-8)) + 9 + 102/x**2 + 226/x**4 + 140/x**6 + 22/x**8,-t0**6*t1**3 + t0**6*t1**2 - 3*t0**5*t1**4 + 12*t0**5*t1**3 - 15*t0**5*t1**2 + 6*t0**5*t1 - 3*t0**4*t1**5 + 22*t0**4*t1**4 - 59*t0**4*t1**3 + 74*t0**4*t1**2 - 43*t0**4*t1 + 9*t0**4 - t0**3*t1**6 + 12*t0**3*t1**5 - 59*t0**3*t1**4 + 140*t0**3*t1**3 - 177*t0**3*t1**2 + 114*t0**3*t1 - 29*t0**3 + t0**2*t1**6 - 15*t0**2*t1**5 + 74*t0**2*t1**4 - 177*t0**2*t1**3 + 226*t0**2*t1**2 - 150*t0**2*t1 + 41*t0**2 + 6*t0*t1**5 - 43*t0*t1**4 + 114*t0*t1**3 - 150*t0*t1**2 + 102*t0*t1 - 29*t0 + 9*t1**4 - 29*t1**3 + 41*t1**2 - 29*t1 + 9,"[[   9  -29   41  -29    9    0    0]
 [ -29  102 -150  114  -43    6    0]
 [  41 -150  226 -177   74  -15    1]
 [ -29  114 -177  140  -59   12   -1]
 [   9  -43   74  -59   22   -3    0]
 [   0    6  -15   12   -3    0    0]
 [   0    0    1   -1    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 17]]",48*x**2 + (3 + x**(-2))*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-8*x**3 - 87*x - 134/x - 66/x**3 - 11/x**5) + (y**4 + y**(-4))*(18*x**2 + 64 + 48/x**2 + 11/x**4) + (y**6 + y**(-6))*(-13*x - 18/x - 5/x**3) + 161 + 138/x**2 + 44/x**4 + 4/x**6,4*t0**3*t1**3 - 11*t0**3*t1**2 + 11*t0**3*t1 - 5*t0**3 + t0**3/t1 - 11*t0**2*t1**3 + 44*t0**2*t1**2 - 66*t0**2*t1 + 48*t0**2 - 18*t0**2/t1 + 3*t0**2/t1**2 + 11*t0*t1**3 - 66*t0*t1**2 + 138*t0*t1 - 134*t0 + 64*t0/t1 - 13*t0/t1**2 - 5*t1**3 + 48*t1**2 - 134*t1 + 161 - 87/t1 + 18/t1**2 + t1**3/t0 - 18*t1**2/t0 + 64*t1/t0 - 87/t0 + 48/(t0*t1) - 8/(t0*t1**2) + 3*t1**2/t0**2 - 13*t1/t0**2 + 18/t0**2 - 8/(t0**2*t1),"[[   0   -8   18  -13    3    0]
 [  -8   48  -87   64  -18    1]
 [  18  -87  161 -134   48   -5]
 [ -13   64 -134  138  -66   11]
 [   3  -18   48  -66   44  -11]
 [   0    1   -5   11  -11    4]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 18]]",10*x**4 + 120*x**2 + (3 + x**(-2))*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-31*x**3 - 164*x - 196/x - 67/x**3 - 4/x**5) + (y**4 + y**(-4))*(35*x**2 + 96 + 58/x**2 + 8/x**4) + (y**6 + y**(-6))*(-17*x - 22/x - 5/x**3) + 273 + 176/x**2 + 32/x**4,-4*t0**3*t1**2 + 8*t0**3*t1 - 5*t0**3 + t0**3/t1 - 4*t0**2*t1**3 + 32*t0**2*t1**2 - 67*t0**2*t1 + 58*t0**2 - 22*t0**2/t1 + 3*t0**2/t1**2 + 8*t0*t1**3 - 67*t0*t1**2 + 176*t0*t1 - 196*t0 + 96*t0/t1 - 17*t0/t1**2 - 5*t1**3 + 58*t1**2 - 196*t1 + 273 - 164/t1 + 35/t1**2 + t1**3/t0 - 22*t1**2/t0 + 96*t1/t0 - 164/t0 + 120/(t0*t1) - 31/(t0*t1**2) + 3*t1**2/t0**2 - 17*t1/t0**2 + 35/t0**2 - 31/(t0**2*t1) + 10/(t0**2*t1**2),"[[  10  -31   35  -17    3    0]
 [ -31  120 -164   96  -22    1]
 [  35 -164  273 -196   58   -5]
 [ -17   96 -196  176  -67    8]
 [   3  -22   58  -67   32   -4]
 [   0    1   -5    8   -4    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 19]]",4*x**2 + (-5/x**3 - 5/x**5)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-12*x - 71/x - 131/x**3 - 78/x**5 - 6/x**7) + (y**4 + y**(-4))*(18 + 75/x**2 + 91/x**4 + 25/x**6) + (y**6 + y**(-6))*(-18/x - 53/x**3 - 38/x**5 - 3/x**7) + (y**8 + y**(-8))*(12/x**2 + 24/x**4 + 7/x**6) + 43 + 124/x**2 + (y**12 + y**(-12))/x**4 + 130/x**4 + 34/x**6,-3*t0**5*t1**2 + 7*t0**5*t1 - 5*t0**5 + t0**5/t1 - 6*t0**4*t1**3 + 25*t0**4*t1**2 - 38*t0**4*t1 + 24*t0**4 - 5*t0**4/t1 - 6*t0**3*t1**4 + 34*t0**3*t1**3 - 78*t0**3*t1**2 + 91*t0**3*t1 - 53*t0**3 + 12*t0**3/t1 - 3*t0**2*t1**5 + 25*t0**2*t1**4 - 78*t0**2*t1**3 + 130*t0**2*t1**2 - 131*t0**2*t1 + 75*t0**2 - 18*t0**2/t1 + 7*t0*t1**5 - 38*t0*t1**4 + 91*t0*t1**3 - 131*t0*t1**2 + 124*t0*t1 - 71*t0 + 18*t0/t1 - 5*t1**5 + 24*t1**4 - 53*t1**3 + 75*t1**2 - 71*t1 + 43 - 12/t1 + t1**5/t0 - 5*t1**4/t0 + 12*t1**3/t0 - 18*t1**2/t0 + 18*t1/t0 - 12/t0 + 4/(t0*t1),"[[   4  -12   18  -18   12   -5    1]
 [ -12   43  -71   75  -53   24   -5]
 [  18  -71  124 -131   91  -38    7]
 [ -18   75 -131  130  -78   25   -3]
 [  12  -53   91  -78   34   -6    0]
 [  -5   24  -38   25   -6    0    0]
 [   1   -5    7   -3    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 20]]",4*x**2 + (-5/x**3 - 5/x**5)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-10*x - 47/x - 76/x**3 - 42/x**5 - 3/x**7) + (y**4 + y**(-4))*(12 + 47/x**2 + 58/x**4 + 16/x**6) + (y**6 + y**(-6))*(-12/x - 39/x**3 - 30/x**5 - 3/x**7) + (y**8 + y**(-8))*(10/x**2 + 22/x**4 + 7/x**6) + 33 + 76/x**2 + (y**12 + y**(-12))/x**4 + 70/x**4 + 16/x**6,-3*t0**5*t1**2 + 7*t0**5*t1 - 5*t0**5 + t0**5/t1 - 3*t0**4*t1**3 + 16*t0**4*t1**2 - 30*t0**4*t1 + 22*t0**4 - 5*t0**4/t1 - 3*t0**3*t1**4 + 16*t0**3*t1**3 - 42*t0**3*t1**2 + 58*t0**3*t1 - 39*t0**3 + 10*t0**3/t1 - 3*t0**2*t1**5 + 16*t0**2*t1**4 - 42*t0**2*t1**3 + 70*t0**2*t1**2 - 76*t0**2*t1 + 47*t0**2 - 12*t0**2/t1 + 7*t0*t1**5 - 30*t0*t1**4 + 58*t0*t1**3 - 76*t0*t1**2 + 76*t0*t1 - 47*t0 + 12*t0/t1 - 5*t1**5 + 22*t1**4 - 39*t1**3 + 47*t1**2 - 47*t1 + 33 - 10/t1 + t1**5/t0 - 5*t1**4/t0 + 10*t1**3/t0 - 12*t1**2/t0 + 12*t1/t0 - 10/t0 + 4/(t0*t1),"[[  4 -10  12 -12  10  -5   1]
 [-10  33 -47  47 -39  22  -5]
 [ 12 -47  76 -76  58 -30   7]
 [-12  47 -76  70 -42  16  -3]
 [ 10 -39  58 -42  16  -3   0]
 [ -5  22 -30  16  -3   0   0]
 [  1  -5   7  -3   0   0   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 21]]",12*x**2 + (3/x**2 + x**(-4))*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-34*x - 156/x - 172/x**3 - 53/x**5 - 3/x**7) + (y**4 + y**(-4))*(36 + 93/x**2 + 53/x**4 + 7/x**6) + (y**6 + y**(-6))*(-17/x - 22/x**3 - 5/x**5) + 119 + 244/x**2 + 142/x**4 + 22/x**6,-3*t0**4*t1**3 + 7*t0**4*t1**2 - 5*t0**4*t1 + t0**4 - 3*t0**3*t1**4 + 22*t0**3*t1**3 - 53*t0**3*t1**2 + 53*t0**3*t1 - 22*t0**3 + 3*t0**3/t1 + 7*t0**2*t1**4 - 53*t0**2*t1**3 + 142*t0**2*t1**2 - 172*t0**2*t1 + 93*t0**2 - 17*t0**2/t1 - 5*t0*t1**4 + 53*t0*t1**3 - 172*t0*t1**2 + 244*t0*t1 - 156*t0 + 36*t0/t1 + t1**4 - 22*t1**3 + 93*t1**2 - 156*t1 + 119 - 34/t1 + 3*t1**3/t0 - 17*t1**2/t0 + 36*t1/t0 - 34/t0 + 12/(t0*t1),"[[  12  -34   36  -17    3    0]
 [ -34  119 -156   93  -22    1]
 [  36 -156  244 -172   53   -5]
 [ -17   93 -172  142  -53    7]
 [   3  -22   53  -53   22   -3]
 [   0    1   -5    7   -3    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 22]]",8*x**2 + (3/x**2 + x**(-4))*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-22*x - 99/x - 110/x**3 - 36/x**5 - 3/x**7) + (y**4 + y**(-4))*(24 + 64/x**2 + 38/x**4 + 7/x**6) + (y**6 + y**(-6))*(-13/x - 18/x**3 - 5/x**5) + 75 + 152/x**2 + 88/x**4 + 16/x**6,-3*t0**4*t1**3 + 7*t0**4*t1**2 - 5*t0**4*t1 + t0**4 - 3*t0**3*t1**4 + 16*t0**3*t1**3 - 36*t0**3*t1**2 + 38*t0**3*t1 - 18*t0**3 + 3*t0**3/t1 + 7*t0**2*t1**4 - 36*t0**2*t1**3 + 88*t0**2*t1**2 - 110*t0**2*t1 + 64*t0**2 - 13*t0**2/t1 - 5*t0*t1**4 + 38*t0*t1**3 - 110*t0*t1**2 + 152*t0*t1 - 99*t0 + 24*t0/t1 + t1**4 - 18*t1**3 + 64*t1**2 - 99*t1 + 75 - 22/t1 + 3*t1**3/t0 - 13*t1**2/t0 + 24*t1/t0 - 22/t0 + 8/(t0*t1),"[[   8  -22   24  -13    3    0]
 [ -22   75  -99   64  -18    1]
 [  24  -99  152 -110   38   -5]
 [ -13   64 -110   88  -36    7]
 [   3  -18   38  -36   16   -3]
 [   0    1   -5    7   -3    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 23]]",(3/x**6 + x**(-8))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-7/x - 28/x**3 - 44/x**5 - 25/x**7 - 2/x**9) + (y**4 + y**(-4))*(9/x**2 + 30/x**4 + 36/x**6 + 10/x**8) + (y**6 + y**(-6))*(-9/x**3 - 28/x**5 - 21/x**7 - 2/x**9) + (y**8 + y**(-8))*(9/x**4 + 20/x**6 + 7/x**8) + (y**10 + y**(-10))*(-7/x**5 - 8/x**7 - 1/x**9) + 3 + 20/x**2 + 42/x**4 + 40/x**6 + 10/x**8,-t0**7*t1**2 + t0**7*t1 - 2*t0**6*t1**3 + 7*t0**6*t1**2 - 8*t0**6*t1 + 3*t0**6 - 2*t0**5*t1**4 + 10*t0**5*t1**3 - 21*t0**5*t1**2 + 20*t0**5*t1 - 7*t0**5 - 2*t0**4*t1**5 + 10*t0**4*t1**4 - 25*t0**4*t1**3 + 36*t0**4*t1**2 - 28*t0**4*t1 + 9*t0**4 - 2*t0**3*t1**6 + 10*t0**3*t1**5 - 25*t0**3*t1**4 + 40*t0**3*t1**3 - 44*t0**3*t1**2 + 30*t0**3*t1 - 9*t0**3 - t0**2*t1**7 + 7*t0**2*t1**6 - 21*t0**2*t1**5 + 36*t0**2*t1**4 - 44*t0**2*t1**3 + 42*t0**2*t1**2 - 28*t0**2*t1 + 9*t0**2 + t0*t1**7 - 8*t0*t1**6 + 20*t0*t1**5 - 28*t0*t1**4 + 30*t0*t1**3 - 28*t0*t1**2 + 20*t0*t1 - 7*t0 + 3*t1**6 - 7*t1**5 + 9*t1**4 - 9*t1**3 + 9*t1**2 - 7*t1 + 3,"[[  3  -7   9  -9   9  -7   3   0]
 [ -7  20 -28  30 -28  20  -8   1]
 [  9 -28  42 -44  36 -21   7  -1]
 [ -9  30 -44  40 -25  10  -2   0]
 [  9 -28  36 -25  10  -2   0   0]
 [ -7  20 -21  10  -2   0   0   0]
 [  3  -8   7  -2   0   0   0   0]
 [  0   1  -1   0   0   0   0   0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 24]]",(y**2 + y**(-2))*(-27/x - 128/x**3 - 141/x**5 - 42/x**7 - 2/x**9) + (y**4 + y**(-4))*(37/x**2 + 98/x**4 + 60/x**6 + 9/x**8) + (y**6 + y**(-6))*(-27/x**3 - 39/x**5 - 13/x**7 - 1/x**9) + (y**8 + y**(-8))*(9/x**4 + 6/x**6 + x**(-8)) + 9 + 90/x**2 + 184/x**4 + 104/x**6 + 14/x**8,-t0**6*t1**3 + t0**6*t1**2 - 2*t0**5*t1**4 + 9*t0**5*t1**3 - 13*t0**5*t1**2 + 6*t0**5*t1 - 2*t0**4*t1**5 + 14*t0**4*t1**4 - 42*t0**4*t1**3 + 60*t0**4*t1**2 - 39*t0**4*t1 + 9*t0**4 - t0**3*t1**6 + 9*t0**3*t1**5 - 42*t0**3*t1**4 + 104*t0**3*t1**3 - 141*t0**3*t1**2 + 98*t0**3*t1 - 27*t0**3 + t0**2*t1**6 - 13*t0**2*t1**5 + 60*t0**2*t1**4 - 141*t0**2*t1**3 + 184*t0**2*t1**2 - 128*t0**2*t1 + 37*t0**2 + 6*t0*t1**5 - 39*t0*t1**4 + 98*t0*t1**3 - 128*t0*t1**2 + 90*t0*t1 - 27*t0 + 9*t1**4 - 27*t1**3 + 37*t1**2 - 27*t1 + 9,"[[   9  -27   37  -27    9    0    0]
 [ -27   90 -128   98  -39    6    0]
 [  37 -128  184 -141   60  -13    1]
 [ -27   98 -141  104  -42    9   -1]
 [   9  -39   60  -42   14   -2    0]
 [   0    6  -13    9   -2    0    0]
 [   0    0    1   -1    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 25]]",(3/x**6 + x**(-8))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-9/x - 57/x**3 - 108/x**5 - 65/x**7 - 5/x**9) + (y**4 + y**(-4))*(16/x**2 + 67/x**4 + 81/x**6 + 22/x**8) + (y**6 + y**(-6))*(-19/x**3 - 55/x**5 - 39/x**7 - 3/x**9) + (y**8 + y**(-8))*(16/x**4 + 31/x**6 + 10/x**8) + (y**10 + y**(-10))*(-9/x**5 - 10/x**7 - 1/x**9) + 3 + 32/x**2 + 98/x**4 + 106/x**6 + 28/x**8,-t0**7*t1**2 + t0**7*t1 - 3*t0**6*t1**3 + 10*t0**6*t1**2 - 10*t0**6*t1 + 3*t0**6 - 5*t0**5*t1**4 + 22*t0**5*t1**3 - 39*t0**5*t1**2 + 31*t0**5*t1 - 9*t0**5 - 5*t0**4*t1**5 + 28*t0**4*t1**4 - 65*t0**4*t1**3 + 81*t0**4*t1**2 - 55*t0**4*t1 + 16*t0**4 - 3*t0**3*t1**6 + 22*t0**3*t1**5 - 65*t0**3*t1**4 + 106*t0**3*t1**3 - 108*t0**3*t1**2 + 67*t0**3*t1 - 19*t0**3 - t0**2*t1**7 + 10*t0**2*t1**6 - 39*t0**2*t1**5 + 81*t0**2*t1**4 - 108*t0**2*t1**3 + 98*t0**2*t1**2 - 57*t0**2*t1 + 16*t0**2 + t0*t1**7 - 10*t0*t1**6 + 31*t0*t1**5 - 55*t0*t1**4 + 67*t0*t1**3 - 57*t0*t1**2 + 32*t0*t1 - 9*t0 + 3*t1**6 - 9*t1**5 + 16*t1**4 - 19*t1**3 + 16*t1**2 - 9*t1 + 3,"[[   3   -9   16  -19   16   -9    3    0]
 [  -9   32  -57   67  -55   31  -10    1]
 [  16  -57   98 -108   81  -39   10   -1]
 [ -19   67 -108  106  -65   22   -3    0]
 [  16  -55   81  -65   28   -5    0    0]
 [  -9   31  -39   22   -5    0    0    0]
 [   3  -10   10   -3    0    0    0    0]
 [   0    1   -1    0    0    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[9, ""A"", 26]]",(y**2 + y**(-2))*(-13/x - 60/x**3 - 69/x**5 - 24/x**7 - 2/x**9) + (y**4 + y**(-4))*(17/x**2 + 48/x**4 + 31/x**6 + 7/x**8) + (y**6 + y**(-6))*(-13/x**3 - 20/x**5 - 8/x**7 - 1/x**9) + (y**8 + y**(-8))*(5/x**4 + 3/x**6 + x**(-8)) + 5 + 42/x**2 + 88/x**4 + 52/x**6 + 10/x**8,-t0**6*t1**3 + t0**6*t1**2 - 2*t0**5*t1**4 + 7*t0**5*t1**3 - 8*t0**5*t1**2 + 3*t0**5*t1 - 2*t0**4*t1**5 + 10*t0**4*t1**4 - 24*t0**4*t1**3 + 31*t0**4*t1**2 - 20*t0**4*t1 + 5*t0**4 - t0**3*t1**6 + 7*t0**3*t1**5 - 24*t0**3*t1**4 + 52*t0**3*t1**3 - 69*t0**3*t1**2 + 48*t0**3*t1 - 13*t0**3 + t0**2*t1**6 - 8*t0**2*t1**5 + 31*t0**2*t1**4 - 69*t0**2*t1**3 + 88*t0**2*t1**2 - 60*t0**2*t1 + 17*t0**2 + 3*t0*t1**5 - 20*t0*t1**4 + 48*t0*t1**3 - 60*t0*t1**2 + 42*t0*t1 - 13*t0 + 5*t1**4 - 13*t1**3 + 17*t1**2 - 13*t1 + 5,"[[  5 -13  17 -13   5   0   0]
 [-13  42 -60  48 -20   3   0]
 [ 17 -60  88 -69  31  -8   1]
 [-13  48 -69  52 -24   7  -1]
 [  5 -20  31 -24  10  -2   0]
 [  0   3  -8   7  -2   0   0]
 [  0   0   1  -1   0   0   0]]",0
