key,original,newExpr,A,test
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 25]]",68*x**4 + 478*x**2 + y**12 + (-7*x - 7/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-8*x**5 - 181*x**3 - 616*x - 616/x - 181/x**3 - 8/x**5) + (y**4 + y**(-4))*(26*x**4 + 224*x**2 + 417 + 224/x**2 + 26/x**4) + (y**6 + y**(-6))*(-33*x**3 - 145*x - 145/x - 33/x**3) + (y**8 + y**(-8))*(21*x**2 + 49 + 21/x**2) + 851 + y**(-12) + 478/x**2 + 68/x**4,-8*t0**3*t1**2 + 26*t0**3*t1 - 33*t0**3 + 21*t0**3/t1 - 7*t0**3/t1**2 + t0**3/t1**3 - 8*t0**2*t1**3 + 68*t0**2*t1**2 - 181*t0**2*t1 + 224*t0**2 - 145*t0**2/t1 + 49*t0**2/t1**2 - 7*t0**2/t1**3 + 26*t0*t1**3 - 181*t0*t1**2 + 478*t0*t1 - 616*t0 + 417*t0/t1 - 145*t0/t1**2 + 21*t0/t1**3 - 33*t1**3 + 224*t1**2 - 616*t1 + 851 - 616/t1 + 224/t1**2 - 33/t1**3 + 21*t1**3/t0 - 145*t1**2/t0 + 417*t1/t0 - 616/t0 + 478/(t0*t1) - 181/(t0*t1**2) + 26/(t0*t1**3) - 7*t1**3/t0**2 + 49*t1**2/t0**2 - 145*t1/t0**2 + 224/t0**2 - 181/(t0**2*t1) + 68/(t0**2*t1**2) - 8/(t0**2*t1**3) + t1**3/t0**3 - 7*t1**2/t0**3 + 21*t1/t0**3 - 33/t0**3 + 26/(t0**3*t1) - 8/(t0**3*t1**2),"[[   0   -8   26  -33   21   -7    1]
 [  -8   68 -181  224 -145   49   -7]
 [  26 -181  478 -616  417 -145   21]
 [ -33  224 -616  851 -616  224  -33]
 [  21 -145  417 -616  478 -181   26]
 [  -7   49 -145  224 -181   68   -8]
 [   1   -7   21  -33   26   -8    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 26]]",4*x**8 + 94*x**6 + 276*x**4 + 242*x**2 + (x**6 + 3*x**4)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-28*x**7 - 182*x**5 - 267*x**3 - 133*x - 20/x) + (y**4 + y**(-4))*(4*x**8 + 77*x**6 + 201*x**4 + 147*x**2 + 32) + (y**6 + y**(-6))*(-19*x**7 - 100*x**5 - 115*x**3 - 34*x) + (y**8 + y**(-8))*(2*x**8 + 28*x**6 + 60*x**4 + 26*x**2) + (y**10 + y**(-10))*(-3*x**7 - 16*x**5 - 13*x**3) + 77 + 6/x**2,6*t0*t1 - 20*t0 + 32*t0/t1 - 34*t0/t1**2 + 26*t0/t1**3 - 13*t0/t1**4 + 3*t0/t1**5 - 20*t1 + 77 - 133/t1 + 147/t1**2 - 115/t1**3 + 60/t1**4 - 16/t1**5 + t1**(-6) + 32*t1/t0 - 133/t0 + 242/(t0*t1) - 267/(t0*t1**2) + 201/(t0*t1**3) - 100/(t0*t1**4) + 28/(t0*t1**5) - 3/(t0*t1**6) - 34*t1/t0**2 + 147/t0**2 - 267/(t0**2*t1) + 276/(t0**2*t1**2) - 182/(t0**2*t1**3) + 77/(t0**2*t1**4) - 19/(t0**2*t1**5) + 2/(t0**2*t1**6) + 26*t1/t0**3 - 115/t0**3 + 201/(t0**3*t1) - 182/(t0**3*t1**2) + 94/(t0**3*t1**3) - 28/(t0**3*t1**4) + 4/(t0**3*t1**5) - 13*t1/t0**4 + 60/t0**4 - 100/(t0**4*t1) + 77/(t0**4*t1**2) - 28/(t0**4*t1**3) + 4/(t0**4*t1**4) + 3*t1/t0**5 - 16/t0**5 + 28/(t0**5*t1) - 19/(t0**5*t1**2) + 4/(t0**5*t1**3) + t0**(-6) - 3/(t0**6*t1) + 2/(t0**6*t1**2),"[[   0    0    0    0    2   -3    1    0]
 [   0    0    0    4  -19   28  -16    3]
 [   0    0    4  -28   77 -100   60  -13]
 [   0    4  -28   94 -182  201 -115   26]
 [   2  -19   77 -182  276 -267  147  -34]
 [  -3   28 -100  201 -267  242 -133   32]
 [   1  -16   60 -115  147 -133   77  -20]
 [   0    3  -13   26  -34   32  -20    6]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 27]]",8*x**4 + 232*x**2 + y**12 + (-7*x - 7/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-64*x**3 - 399*x - 558/x - 254/x**3 - 31/x**5) + (y**4 + y**(-4))*(8*x**4 + 134*x**2 + 341 + 245/x**2 + 49/x**4) + (y**6 + y**(-6))*(-20*x**3 - 118*x - 140/x - 42/x**3) + (y**8 + y**(-8))*(18*x**2 + 47 + 22/x**2) + 641 + y**(-12) + 522/x**2 + 140/x**4 + 8/x**6,8*t0**3*t1**3 - 31*t0**3*t1**2 + 49*t0**3*t1 - 42*t0**3 + 22*t0**3/t1 - 7*t0**3/t1**2 + t0**3/t1**3 - 31*t0**2*t1**3 + 140*t0**2*t1**2 - 254*t0**2*t1 + 245*t0**2 - 140*t0**2/t1 + 47*t0**2/t1**2 - 7*t0**2/t1**3 + 49*t0*t1**3 - 254*t0*t1**2 + 522*t0*t1 - 558*t0 + 341*t0/t1 - 118*t0/t1**2 + 18*t0/t1**3 - 42*t1**3 + 245*t1**2 - 558*t1 + 641 - 399/t1 + 134/t1**2 - 20/t1**3 + 22*t1**3/t0 - 140*t1**2/t0 + 341*t1/t0 - 399/t0 + 232/(t0*t1) - 64/(t0*t1**2) + 8/(t0*t1**3) - 7*t1**3/t0**2 + 47*t1**2/t0**2 - 118*t1/t0**2 + 134/t0**2 - 64/(t0**2*t1) + 8/(t0**2*t1**2) + t1**3/t0**3 - 7*t1**2/t0**3 + 18*t1/t0**3 - 20/t0**3 + 8/(t0**3*t1),"[[   0    0    8  -20   18   -7    1]
 [   0    8  -64  134 -118   47   -7]
 [   8  -64  232 -399  341 -140   22]
 [ -20  134 -399  641 -558  245  -42]
 [  18 -118  341 -558  522 -254   49]
 [  -7   47 -140  245 -254  140  -31]
 [   1   -7   22  -42   49  -31    8]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 28]]",6*x**2 + (3/x**4 + x**(-6))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-21*x - 148/x - 309/x**3 - 218/x**5 - 36/x**7) + (y**4 + y**(-4))*(35 + 165/x**2 + 229/x**4 + 90/x**6 + 5/x**8) + (y**6 + y**(-6))*(-37/x - 125/x**3 - 109/x**5 - 21/x**7) + (y**8 + y**(-8))*(27/x**2 + 62/x**4 + 29/x**6 + 2/x**8) + (y**10 + y**(-10))*(-13/x**3 - 16/x**5 - 3/x**7) + 83 + 276/x**2 + 328/x**4 + 118/x**6 + 6/x**8,2*t0**6*t1**2 - 3*t0**6*t1 + t0**6 + 5*t0**5*t1**3 - 21*t0**5*t1**2 + 29*t0**5*t1 - 16*t0**5 + 3*t0**5/t1 + 6*t0**4*t1**4 - 36*t0**4*t1**3 + 90*t0**4*t1**2 - 109*t0**4*t1 + 62*t0**4 - 13*t0**4/t1 + 5*t0**3*t1**5 - 36*t0**3*t1**4 + 118*t0**3*t1**3 - 218*t0**3*t1**2 + 229*t0**3*t1 - 125*t0**3 + 27*t0**3/t1 + 2*t0**2*t1**6 - 21*t0**2*t1**5 + 90*t0**2*t1**4 - 218*t0**2*t1**3 + 328*t0**2*t1**2 - 309*t0**2*t1 + 165*t0**2 - 37*t0**2/t1 - 3*t0*t1**6 + 29*t0*t1**5 - 109*t0*t1**4 + 229*t0*t1**3 - 309*t0*t1**2 + 276*t0*t1 - 148*t0 + 35*t0/t1 + t1**6 - 16*t1**5 + 62*t1**4 - 125*t1**3 + 165*t1**2 - 148*t1 + 83 - 21/t1 + 3*t1**5/t0 - 13*t1**4/t0 + 27*t1**3/t0 - 37*t1**2/t0 + 35*t1/t0 - 21/t0 + 6/(t0*t1),"[[   6  -21   35  -37   27  -13    3    0]
 [ -21   83 -148  165 -125   62  -16    1]
 [  35 -148  276 -309  229 -109   29   -3]
 [ -37  165 -309  328 -218   90  -21    2]
 [  27 -125  229 -218  118  -36    5    0]
 [ -13   62 -109   90  -36    6    0    0]
 [   3  -16   29  -21    5    0    0    0]
 [   0    1   -3    2    0    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 29]]",4*x**8 + 80*x**6 + 294*x**4 + 380*x**2 + (y**2 + y**(-2))*(-21*x**7 - 146*x**5 - 314*x**3 - 229*x - 40/x) + (y**4 + y**(-4))*(2*x**8 + 36*x**6 + 133*x**4 + 168*x**2 + 54) + (y**6 + y**(-6))*(-3*x**7 - 25*x**5 - 57*x**3 - 35*x) + (y**8 + y**(-8))*(x**6 + 6*x**4 + 9*x**2) + 153 + 12/x**2,12*t0*t1 - 40*t0 + 54*t0/t1 - 35*t0/t1**2 + 9*t0/t1**3 - 40*t1 + 153 - 229/t1 + 168/t1**2 - 57/t1**3 + 6/t1**4 + 54*t1/t0 - 229/t0 + 380/(t0*t1) - 314/(t0*t1**2) + 133/(t0*t1**3) - 25/(t0*t1**4) + 1/(t0*t1**5) - 35*t1/t0**2 + 168/t0**2 - 314/(t0**2*t1) + 294/(t0**2*t1**2) - 146/(t0**2*t1**3) + 36/(t0**2*t1**4) - 3/(t0**2*t1**5) + 9*t1/t0**3 - 57/t0**3 + 133/(t0**3*t1) - 146/(t0**3*t1**2) + 80/(t0**3*t1**3) - 21/(t0**3*t1**4) + 2/(t0**3*t1**5) + 6/t0**4 - 25/(t0**4*t1) + 36/(t0**4*t1**2) - 21/(t0**4*t1**3) + 4/(t0**4*t1**4) + 1/(t0**5*t1) - 3/(t0**5*t1**2) + 2/(t0**5*t1**3),"[[   0    0    2   -3    1    0    0]
 [   0    4  -21   36  -25    6    0]
 [   2  -21   80 -146  133  -57    9]
 [  -3   36 -146  294 -314  168  -35]
 [   1  -25  133 -314  380 -229   54]
 [   0    6  -57  168 -229  153  -40]
 [   0    0    9  -35   54  -40   12]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 30]]",32*x**6 + 266*x**4 + 510*x**2 + (x**4 + 3*x**2)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-4*x**7 - 105*x**5 - 383*x**3 - 398*x - 122/x - 6/x**3) + (y**4 + y**(-4))*(22*x**6 + 170*x**4 + 313*x**2 + 168 + 20/x**2) + (y**6 + y**(-6))*(-2*x**7 - 41*x**5 - 146*x**3 - 137*x - 30/x) + (y**8 + y**(-8))*(4*x**6 + 36*x**4 + 66*x**2 + 26) + (y**10 + y**(-10))*(-3*x**5 - 16*x**3 - 13*x) + 301 + 46/x**2,-6*t0**2*t1 + 20*t0**2 - 30*t0**2/t1 + 26*t0**2/t1**2 - 13*t0**2/t1**3 + 3*t0**2/t1**4 - 6*t0*t1**2 + 46*t0*t1 - 122*t0 + 168*t0/t1 - 137*t0/t1**2 + 66*t0/t1**3 - 16*t0/t1**4 + t0/t1**5 + 20*t1**2 - 122*t1 + 301 - 398/t1 + 313/t1**2 - 146/t1**3 + 36/t1**4 - 3/t1**5 - 30*t1**2/t0 + 168*t1/t0 - 398/t0 + 510/(t0*t1) - 383/(t0*t1**2) + 170/(t0*t1**3) - 41/(t0*t1**4) + 4/(t0*t1**5) + 26*t1**2/t0**2 - 137*t1/t0**2 + 313/t0**2 - 383/(t0**2*t1) + 266/(t0**2*t1**2) - 105/(t0**2*t1**3) + 22/(t0**2*t1**4) - 2/(t0**2*t1**5) - 13*t1**2/t0**3 + 66*t1/t0**3 - 146/t0**3 + 170/(t0**3*t1) - 105/(t0**3*t1**2) + 32/(t0**3*t1**3) - 4/(t0**3*t1**4) + 3*t1**2/t0**4 - 16*t1/t0**4 + 36/t0**4 - 41/(t0**4*t1) + 22/(t0**4*t1**2) - 4/(t0**4*t1**3) + t1/t0**5 - 3/t0**5 + 4/(t0**5*t1) - 2/(t0**5*t1**2),"[[   0    0    0   -2    4   -3    1    0]
 [   0    0   -4   22  -41   36  -16    3]
 [   0   -4   32 -105  170 -146   66  -13]
 [  -2   22 -105  266 -383  313 -137   26]
 [   4  -41  170 -383  510 -398  168  -30]
 [  -3   36 -146  313 -398  301 -122   20]
 [   1  -16   66 -137  168 -122   46   -6]
 [   0    3  -13   26  -30   20   -6    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 31]]",60*x**4 + 394*x**2 + y**12 + (-7*x - 7/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-8*x**5 - 157*x**3 - 507*x - 490/x - 138/x**3 - 6/x**5) + (y**4 + y**(-4))*(26*x**4 + 198*x**2 + 352 + 181/x**2 + 20/x**4) + (y**6 + y**(-6))*(-33*x**3 - 133*x - 127/x - 27/x**3) + (y**8 + y**(-8))*(21*x**2 + 47 + 19/x**2) + 679 + y**(-12) + 368/x**2 + 50/x**4,-6*t0**3*t1**2 + 20*t0**3*t1 - 27*t0**3 + 19*t0**3/t1 - 7*t0**3/t1**2 + t0**3/t1**3 - 6*t0**2*t1**3 + 50*t0**2*t1**2 - 138*t0**2*t1 + 181*t0**2 - 127*t0**2/t1 + 47*t0**2/t1**2 - 7*t0**2/t1**3 + 20*t0*t1**3 - 138*t0*t1**2 + 368*t0*t1 - 490*t0 + 352*t0/t1 - 133*t0/t1**2 + 21*t0/t1**3 - 27*t1**3 + 181*t1**2 - 490*t1 + 679 - 507/t1 + 198/t1**2 - 33/t1**3 + 19*t1**3/t0 - 127*t1**2/t0 + 352*t1/t0 - 507/t0 + 394/(t0*t1) - 157/(t0*t1**2) + 26/(t0*t1**3) - 7*t1**3/t0**2 + 47*t1**2/t0**2 - 133*t1/t0**2 + 198/t0**2 - 157/(t0**2*t1) + 60/(t0**2*t1**2) - 8/(t0**2*t1**3) + t1**3/t0**3 - 7*t1**2/t0**3 + 21*t1/t0**3 - 33/t0**3 + 26/(t0**3*t1) - 8/(t0**3*t1**2),"[[   0   -8   26  -33   21   -7    1]
 [  -8   60 -157  198 -133   47   -7]
 [  26 -157  394 -507  352 -127   19]
 [ -33  198 -507  679 -490  181  -27]
 [  21 -133  352 -490  368 -138   20]
 [  -7   47 -127  181 -138   50   -6]
 [   1   -7   19  -27   20   -6    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 32]]",12*x**6 + 226*x**4 + x**2*(y**12 + y**(-12)) + 594*x**2 + (-7*x**3 - 7*x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-65*x**5 - 379*x**3 - 520*x - 236/x - 30/x**3) + (y**4 + y**(-4))*(6*x**6 + 128*x**4 + 330*x**2 + 237 + 48/x**2) + (y**6 + y**(-6))*(-17*x**5 - 115*x**3 - 141*x - 43/x) + (y**8 + y**(-8))*(17*x**4 + 47*x**2 + 23) + 477 + 130/x**2 + 8/x**4,8*t0**2*t1**2 - 30*t0**2*t1 + 48*t0**2 - 43*t0**2/t1 + 23*t0**2/t1**2 - 7*t0**2/t1**3 + t0**2/t1**4 - 30*t0*t1**2 + 130*t0*t1 - 236*t0 + 237*t0/t1 - 141*t0/t1**2 + 47*t0/t1**3 - 7*t0/t1**4 + 48*t1**2 - 236*t1 + 477 - 520/t1 + 330/t1**2 - 115/t1**3 + 17/t1**4 - 43*t1**2/t0 + 237*t1/t0 - 520/t0 + 594/(t0*t1) - 379/(t0*t1**2) + 128/(t0*t1**3) - 17/(t0*t1**4) + 23*t1**2/t0**2 - 141*t1/t0**2 + 330/t0**2 - 379/(t0**2*t1) + 226/(t0**2*t1**2) - 65/(t0**2*t1**3) + 6/(t0**2*t1**4) - 7*t1**2/t0**3 + 47*t1/t0**3 - 115/t0**3 + 128/(t0**3*t1) - 65/(t0**3*t1**2) + 12/(t0**3*t1**3) + t1**2/t0**4 - 7*t1/t0**4 + 17/t0**4 - 17/(t0**4*t1) + 6/(t0**4*t1**2),"[[   0    0    6  -17   17   -7    1]
 [   0   12  -65  128 -115   47   -7]
 [   6  -65  226 -379  330 -141   23]
 [ -17  128 -379  594 -520  237  -43]
 [  17 -115  330 -520  477 -236   48]
 [  -7   47 -141  237 -236  130  -30]
 [   1   -7   23  -43   48  -30    8]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 33]]",4*x**8 + 82*x**6 + 232*x**4 + 202*x**2 + (x**6 + 3*x**4)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-26*x**7 - 157*x**5 - 224*x**3 - 111*x - 18/x) + (y**4 + y**(-4))*(4*x**8 + 71*x**6 + 176*x**4 + 123*x**2 + 26) + (y**6 + y**(-6))*(-19*x**7 - 94*x**5 - 103*x**3 - 28*x) + (y**8 + y**(-8))*(2*x**8 + 28*x**6 + 58*x**4 + 24*x**2) + (y**10 + y**(-10))*(-3*x**7 - 16*x**5 - 13*x**3) + 67 + 6/x**2,6*t0*t1 - 18*t0 + 26*t0/t1 - 28*t0/t1**2 + 24*t0/t1**3 - 13*t0/t1**4 + 3*t0/t1**5 - 18*t1 + 67 - 111/t1 + 123/t1**2 - 103/t1**3 + 58/t1**4 - 16/t1**5 + t1**(-6) + 26*t1/t0 - 111/t0 + 202/(t0*t1) - 224/(t0*t1**2) + 176/(t0*t1**3) - 94/(t0*t1**4) + 28/(t0*t1**5) - 3/(t0*t1**6) - 28*t1/t0**2 + 123/t0**2 - 224/(t0**2*t1) + 232/(t0**2*t1**2) - 157/(t0**2*t1**3) + 71/(t0**2*t1**4) - 19/(t0**2*t1**5) + 2/(t0**2*t1**6) + 24*t1/t0**3 - 103/t0**3 + 176/(t0**3*t1) - 157/(t0**3*t1**2) + 82/(t0**3*t1**3) - 26/(t0**3*t1**4) + 4/(t0**3*t1**5) - 13*t1/t0**4 + 58/t0**4 - 94/(t0**4*t1) + 71/(t0**4*t1**2) - 26/(t0**4*t1**3) + 4/(t0**4*t1**4) + 3*t1/t0**5 - 16/t0**5 + 28/(t0**5*t1) - 19/(t0**5*t1**2) + 4/(t0**5*t1**3) + t0**(-6) - 3/(t0**6*t1) + 2/(t0**6*t1**2),"[[   0    0    0    0    2   -3    1    0]
 [   0    0    0    4  -19   28  -16    3]
 [   0    0    4  -26   71  -94   58  -13]
 [   0    4  -26   82 -157  176 -103   24]
 [   2  -19   71 -157  232 -224  123  -28]
 [  -3   28  -94  176 -224  202 -111   26]
 [   1  -16   58 -103  123 -111   67  -18]
 [   0    3  -13   24  -28   26  -18    6]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 34]]",18*x**2 + (y**2 + y**(-2))*(-58*x - 312/x - 412/x**3 - 181/x**5 - 23/x**7) + (y**4 + y**(-4))*(72 + 213/x**2 + 162/x**4 + 40/x**6 + 2/x**8) + (y**6 + y**(-6))*(-41/x - 65/x**3 - 27/x**5 - 3/x**7) + (y**8 + y**(-8))*(9/x**2 + 6/x**4 + x**(-6)) + 217 + 516/x**2 + 384/x**4 + 96/x**6 + 4/x**8,2*t0**5*t1**3 - 3*t0**5*t1**2 + t0**5*t1 + 4*t0**4*t1**4 - 23*t0**4*t1**3 + 40*t0**4*t1**2 - 27*t0**4*t1 + 6*t0**4 + 2*t0**3*t1**5 - 23*t0**3*t1**4 + 96*t0**3*t1**3 - 181*t0**3*t1**2 + 162*t0**3*t1 - 65*t0**3 + 9*t0**3/t1 - 3*t0**2*t1**5 + 40*t0**2*t1**4 - 181*t0**2*t1**3 + 384*t0**2*t1**2 - 412*t0**2*t1 + 213*t0**2 - 41*t0**2/t1 + t0*t1**5 - 27*t0*t1**4 + 162*t0*t1**3 - 412*t0*t1**2 + 516*t0*t1 - 312*t0 + 72*t0/t1 + 6*t1**4 - 65*t1**3 + 213*t1**2 - 312*t1 + 217 - 58/t1 + 9*t1**3/t0 - 41*t1**2/t0 + 72*t1/t0 - 58/t0 + 18/(t0*t1),"[[  18  -58   72  -41    9    0    0]
 [ -58  217 -312  213  -65    6    0]
 [  72 -312  516 -412  162  -27    1]
 [ -41  213 -412  384 -181   40   -3]
 [   9  -65  162 -181   96  -23    2]
 [   0    6  -27   40  -23    4    0]
 [   0    0    1   -3    2    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 35]]",8*x**4 + 116*x**2 + (-7/x - 7/x**3)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-28*x**3 - 200*x - 411/x - 283/x**3 - 44/x**5) + (y**4 + y**(-4))*(42*x**2 + 197 + 269/x**2 + 103/x**4 + 6/x**6) + (y**6 + y**(-6))*(-37*x - 123/x - 103/x**3 - 17/x**5) + (y**8 + y**(-8))*(21 + 45/x**2 + 17/x**4) + 387 + (y**12 + y**(-12))/x**2 + 448/x**2 + 154/x**4 + 6/x**6,6*t0**4*t1**2 - 17*t0**4*t1 + 17*t0**4 - 7*t0**4/t1 + t0**4/t1**2 + 6*t0**3*t1**3 - 44*t0**3*t1**2 + 103*t0**3*t1 - 103*t0**3 + 45*t0**3/t1 - 7*t0**3/t1**2 + 6*t0**2*t1**4 - 44*t0**2*t1**3 + 154*t0**2*t1**2 - 283*t0**2*t1 + 269*t0**2 - 123*t0**2/t1 + 21*t0**2/t1**2 - 17*t0*t1**4 + 103*t0*t1**3 - 283*t0*t1**2 + 448*t0*t1 - 411*t0 + 197*t0/t1 - 37*t0/t1**2 + 17*t1**4 - 103*t1**3 + 269*t1**2 - 411*t1 + 387 - 200/t1 + 42/t1**2 - 7*t1**4/t0 + 45*t1**3/t0 - 123*t1**2/t0 + 197*t1/t0 - 200/t0 + 116/(t0*t1) - 28/(t0*t1**2) + t1**4/t0**2 - 7*t1**3/t0**2 + 21*t1**2/t0**2 - 37*t1/t0**2 + 42/t0**2 - 28/(t0**2*t1) + 8/(t0**2*t1**2),"[[   8  -28   42  -37   21   -7    1]
 [ -28  116 -200  197 -123   45   -7]
 [  42 -200  387 -411  269 -103   17]
 [ -37  197 -411  448 -283  103  -17]
 [  21 -123  269 -283  154  -44    6]
 [  -7   45 -103  103  -44    6    0]
 [   1   -7   17  -17    6    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 36]]",94*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-11*x**3 - 257*x - 884/x - 898/x**3 - 271/x**5 - 11/x**7) + (y**4 + y**(-4))*(38*x**2 + 349 + 675/x**2 + 391/x**4 + 53/x**6) + (y**6 + y**(-6))*(-56*x - 266/x - 293/x**3 - 86/x**5 - 3/x**7) + (y**8 + y**(-8))*(44 + 112/x**2 + 63/x**4 + 6/x**6) + (y**10 + y**(-10))*(-18/x - 22/x**3 - 4/x**5) + 663 + 1178/x**2 + 666/x**4 + 90/x**6,-3*t0**5*t1**2 + 6*t0**5*t1 - 4*t0**5 + t0**5/t1 - 11*t0**4*t1**3 + 53*t0**4*t1**2 - 86*t0**4*t1 + 63*t0**4 - 22*t0**4/t1 + 3*t0**4/t1**2 - 11*t0**3*t1**4 + 90*t0**3*t1**3 - 271*t0**3*t1**2 + 391*t0**3*t1 - 293*t0**3 + 112*t0**3/t1 - 18*t0**3/t1**2 - 3*t0**2*t1**5 + 53*t0**2*t1**4 - 271*t0**2*t1**3 + 666*t0**2*t1**2 - 898*t0**2*t1 + 675*t0**2 - 266*t0**2/t1 + 44*t0**2/t1**2 + 6*t0*t1**5 - 86*t0*t1**4 + 391*t0*t1**3 - 898*t0*t1**2 + 1178*t0*t1 - 884*t0 + 349*t0/t1 - 56*t0/t1**2 - 4*t1**5 + 63*t1**4 - 293*t1**3 + 675*t1**2 - 884*t1 + 663 - 257/t1 + 38/t1**2 + t1**5/t0 - 22*t1**4/t0 + 112*t1**3/t0 - 266*t1**2/t0 + 349*t1/t0 - 257/t0 + 94/(t0*t1) - 11/(t0*t1**2) + 3*t1**4/t0**2 - 18*t1**3/t0**2 + 44*t1**2/t0**2 - 56*t1/t0**2 + 38/t0**2 - 11/(t0**2*t1),"[[   0  -11   38  -56   44  -18    3    0]
 [ -11   94 -257  349 -266  112  -22    1]
 [  38 -257  663 -884  675 -293   63   -4]
 [ -56  349 -884 1178 -898  391  -86    6]
 [  44 -266  675 -898  666 -271   53   -3]
 [ -18  112 -293  391 -271   90  -11    0]
 [   3  -22   63  -86   53  -11    0    0]
 [   0    1   -4    6   -3    0    0    0]]",0
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 37]]",14*x**2 + (y**2 + y**(-2))*(-46*x - 263/x - 363/x**3 - 169/x**5 - 23/x**7) + (y**4 + y**(-4))*(60 + 188/x**2 + 150/x**4 + 40/x**6 + 2/x**8) + (y**6 + y**(-6))*(-37/x - 61/x**3 - 27/x**5 - 3/x**7) + (y**8 + y**(-8))*(9/x**2 + 6/x**4 + x**(-6)) + 177 + 442/x**2 + 344/x**4 + 92/x**6 + 4/x**8,2*t0**5*t1**3 - 3*t0**5*t1**2 + t0**5*t1 + 4*t0**4*t1**4 - 23*t0**4*t1**3 + 40*t0**4*t1**2 - 27*t0**4*t1 + 6*t0**4 + 2*t0**3*t1**5 - 23*t0**3*t1**4 + 92*t0**3*t1**3 - 169*t0**3*t1**2 + 150*t0**3*t1 - 61*t0**3 + 9*t0**3/t1 - 3*t0**2*t1**5 + 40*t0**2*t1**4 - 169*t0**2*t1**3 + 344*t0**2*t1**2 - 363*t0**2*t1 + 188*t0**2 - 37*t0**2/t1 + t0*t1**5 - 27*t0*t1**4 + 150*t0*t1**3 - 363*t0*t1**2 + 442*t0*t1 - 263*t0 + 60*t0/t1 + 6*t1**4 - 61*t1**3 + 188*t1**2 - 263*t1 + 177 - 46/t1 + 9*t1**3/t0 - 37*t1**2/t0 + 60*t1/t0 - 46/t0 + 14/(t0*t1),"[[  14  -46   60  -37    9    0    0]
 [ -46  177 -263  188  -61    6    0]
 [  60 -263  442 -363  150  -27    1]
 [ -37  188 -363  344 -169   40   -3]
 [   9  -61  150 -169   92  -23    2]
 [   0    6  -27   40  -23    4    0]
 [   0    0    1   -3    2    0    0]]",0
