key,original,newExpr
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 194]]",18*x**4 + 364*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-75*x**3 - 727*x - 1920/x - 1823/x**3 - 609/x**5 - 54/x**7) + (y**4 + y**(-4))*(133*x**2 + 789 + 1340/x**2 + 789/x**4 + 150/x**6 + 6/x**8) + (y**6 + y**(-6))*(-130*x - 503/x - 540/x**3 - 184/x**5 - 17/x**7) + (y**8 + y**(-8))*(74 + 181/x**2 + 109/x**4 + 17/x**6) + (y**10 + y**(-10))*(-23/x - 30/x**3 - 7/x**5) + 1613 + 2462/x**2 + 1388/x**4 + 250/x**6 + 6/x**8,6*t0**5*t1**3 - 17*t0**5*t1**2 + 17*t0**5*t1 - 7*t0**5 + t0**5/t1 + 6*t0**4*t1**4 - 54*t0**4*t1**3 + 150*t0**4*t1**2 - 184*t0**4*t1 + 109*t0**4 - 30*t0**4/t1 + 3*t0**4/t1**2 + 6*t0**3*t1**5 - 54*t0**3*t1**4 + 250*t0**3*t1**3 - 609*t0**3*t1**2 + 789*t0**3*t1 - 540*t0**3 + 181*t0**3/t1 - 23*t0**3/t1**2 - 17*t0**2*t1**5 + 150*t0**2*t1**4 - 609*t0**2*t1**3 + 1388*t0**2*t1**2 - 1823*t0**2*t1 + 1340*t0**2 - 503*t0**2/t1 + 74*t0**2/t1**2 + 17*t0*t1**5 - 184*t0*t1**4 + 789*t0*t1**3 - 1823*t0*t1**2 + 2462*t0*t1 - 1920*t0 + 789*t0/t1 - 130*t0/t1**2 - 7*t1**5 + 109*t1**4 - 540*t1**3 + 1340*t1**2 - 1920*t1 + 1613 - 727/t1 + 133/t1**2 + t1**5/t0 - 30*t1**4/t0 + 181*t1**3/t0 - 503*t1**2/t0 + 789*t1/t0 - 727/t0 + 364/(t0*t1) - 75/(t0*t1**2) + 3*t1**4/t0**2 - 23*t1**3/t0**2 + 74*t1**2/t0**2 - 130*t1/t0**2 + 133/t0**2 - 75/(t0**2*t1) + 18/(t0**2*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 195]]",6*x**4 + 124*x**2 + (-7/x**3 - 7/x**5)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-25*x**3 - 274*x - 894/x - 1200/x**3 - 642/x**5 - 87/x**7) + (y**4 + y**(-4))*(51*x**2 + 379 + 884/x**2 + 825/x**4 + 251/x**6 + 10/x**8) + (y**6 + y**(-6))*(-68*x - 370/x - 638/x**3 - 393/x**5 - 57/x**7) + (y**8 + y**(-8))*(64 + 264/x**2 + 330/x**4 + 118/x**6 + 6/x**8) + (y**10 + y**(-10))*(-44/x - 137/x**3 - 110/x**5 - 17/x**7) + (y**12 + y**(-12))*(22/x**2 + 46/x**4 + 17/x**6) + 635 + 1250/x**2 + (y**16 + y**(-16))/x**4 + 1064/x**4 + 312/x**6 + 14/x**8,6*t0**6*t1**2 - 17*t0**6*t1 + 17*t0**6 - 7*t0**6/t1 + t0**6/t1**2 + 10*t0**5*t1**3 - 57*t0**5*t1**2 + 118*t0**5*t1 - 110*t0**5 + 46*t0**5/t1 - 7*t0**5/t1**2 + 14*t0**4*t1**4 - 87*t0**4*t1**3 + 251*t0**4*t1**2 - 393*t0**4*t1 + 330*t0**4 - 137*t0**4/t1 + 22*t0**4/t1**2 + 10*t0**3*t1**5 - 87*t0**3*t1**4 + 312*t0**3*t1**3 - 642*t0**3*t1**2 + 825*t0**3*t1 - 638*t0**3 + 264*t0**3/t1 - 44*t0**3/t1**2 + 6*t0**2*t1**6 - 57*t0**2*t1**5 + 251*t0**2*t1**4 - 642*t0**2*t1**3 + 1064*t0**2*t1**2 - 1200*t0**2*t1 + 884*t0**2 - 370*t0**2/t1 + 64*t0**2/t1**2 - 17*t0*t1**6 + 118*t0*t1**5 - 393*t0*t1**4 + 825*t0*t1**3 - 1200*t0*t1**2 + 1250*t0*t1 - 894*t0 + 379*t0/t1 - 68*t0/t1**2 + 17*t1**6 - 110*t1**5 + 330*t1**4 - 638*t1**3 + 884*t1**2 - 894*t1 + 635 - 274/t1 + 51/t1**2 - 7*t1**6/t0 + 46*t1**5/t0 - 137*t1**4/t0 + 264*t1**3/t0 - 370*t1**2/t0 + 379*t1/t0 - 274/t0 + 124/(t0*t1) - 25/(t0*t1**2) + t1**6/t0**2 - 7*t1**5/t0**2 + 22*t1**4/t0**2 - 44*t1**3/t0**2 + 64*t1**2/t0**2 - 68*t1/t0**2 + 51/t0**2 - 25/(t0**2*t1) + 6/(t0**2*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 196]]",10*x**4 + 186*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-39*x**3 - 377*x - 1070/x - 1103/x**3 - 417/x**5 - 46/x**7) + (y**4 + y**(-4))*(69*x**2 + 439 + 816/x**2 + 531/x**4 + 121/x**6 + 6/x**8) + (y**6 + y**(-6))*(-74*x - 318/x - 373/x**3 - 146/x**5 - 17/x**7) + (y**8 + y**(-8))*(50 + 134/x**2 + 88/x**4 + 17/x**6) + (y**10 + y**(-10))*(-19/x - 26/x**3 - 7/x**5) + 855 + 1406/x**2 + 868/x**4 + 184/x**6 + 6/x**8,6*t0**5*t1**3 - 17*t0**5*t1**2 + 17*t0**5*t1 - 7*t0**5 + t0**5/t1 + 6*t0**4*t1**4 - 46*t0**4*t1**3 + 121*t0**4*t1**2 - 146*t0**4*t1 + 88*t0**4 - 26*t0**4/t1 + 3*t0**4/t1**2 + 6*t0**3*t1**5 - 46*t0**3*t1**4 + 184*t0**3*t1**3 - 417*t0**3*t1**2 + 531*t0**3*t1 - 373*t0**3 + 134*t0**3/t1 - 19*t0**3/t1**2 - 17*t0**2*t1**5 + 121*t0**2*t1**4 - 417*t0**2*t1**3 + 868*t0**2*t1**2 - 1103*t0**2*t1 + 816*t0**2 - 318*t0**2/t1 + 50*t0**2/t1**2 + 17*t0*t1**5 - 146*t0*t1**4 + 531*t0*t1**3 - 1103*t0*t1**2 + 1406*t0*t1 - 1070*t0 + 439*t0/t1 - 74*t0/t1**2 - 7*t1**5 + 88*t1**4 - 373*t1**3 + 816*t1**2 - 1070*t1 + 855 - 377/t1 + 69/t1**2 + t1**5/t0 - 26*t1**4/t0 + 134*t1**3/t0 - 318*t1**2/t0 + 439*t1/t0 - 377/t0 + 186/(t0*t1) - 39/(t0*t1**2) + 3*t1**4/t0**2 - 19*t1**3/t0**2 + 50*t1**2/t0**2 - 74*t1/t0**2 + 69/t0**2 - 39/(t0**2*t1) + 10/(t0**2*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 197]]",6*x**8 + 70*x**6 + 240*x**4 + 454*x**2 + (y**2 + y**(-2))*(-17*x**7 - 105*x**5 - 266*x**3 - 394*x - 261/x - 45/x**3) + (y**4 + y**(-4))*(17*x**6 + 73*x**4 + 153*x**2 + 167 + 53/x**2) + (y**6 + y**(-6))*(-7*x**5 - 24*x**3 - 44*x - 27/x) + (y**8 + y**(-8))*(x**4 + 3*x**2 + 5) + 473 + 180/x**2 + 14/x**4,14*t0**2*t1**2 - 45*t0**2*t1 + 53*t0**2 - 27*t0**2/t1 + 5*t0**2/t1**2 - 45*t0*t1**2 + 180*t0*t1 - 261*t0 + 167*t0/t1 - 44*t0/t1**2 + 3*t0/t1**3 + 53*t1**2 - 261*t1 + 473 - 394/t1 + 153/t1**2 - 24/t1**3 + t1**(-4) - 27*t1**2/t0 + 167*t1/t0 - 394/t0 + 454/(t0*t1) - 266/(t0*t1**2) + 73/(t0*t1**3) - 7/(t0*t1**4) + 5*t1**2/t0**2 - 44*t1/t0**2 + 153/t0**2 - 266/(t0**2*t1) + 240/(t0**2*t1**2) - 105/(t0**2*t1**3) + 17/(t0**2*t1**4) + 3*t1/t0**3 - 24/t0**3 + 73/(t0**3*t1) - 105/(t0**3*t1**2) + 70/(t0**3*t1**3) - 17/(t0**3*t1**4) + t0**(-4) - 7/(t0**4*t1) + 17/(t0**4*t1**2) - 17/(t0**4*t1**3) + 6/(t0**4*t1**4)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 198]]",24*x**6 + 642*x**4 + 2828*x**2 + (x**2 + 3)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-140*x**5 - 1295*x**3 - 3292*x - 3090/x - 1050/x**3 - 97/x**5) + (y**4 + y**(-4))*(8*x**6 + 282*x**4 + 1352*x**2 + 2086 + 1133/x**2 + 175/x**4) + (y**6 + y**(-6))*(-20*x**5 - 269*x**3 - 760*x - 677/x - 166/x**3) + (y**8 + y**(-8))*(18*x**4 + 132*x**2 + 218 + 88/x**2) + (y**10 + y**(-10))*(-7*x**3 - 32*x - 25/x) + 4315 + 2514/x**2 + 504/x**4 + 22/x**6,22*t0**3*t1**3 - 97*t0**3*t1**2 + 175*t0**3*t1 - 166*t0**3 + 88*t0**3/t1 - 25*t0**3/t1**2 + 3*t0**3/t1**3 - 97*t0**2*t1**3 + 504*t0**2*t1**2 - 1050*t0**2*t1 + 1133*t0**2 - 677*t0**2/t1 + 218*t0**2/t1**2 - 32*t0**2/t1**3 + t0**2/t1**4 + 175*t0*t1**3 - 1050*t0*t1**2 + 2514*t0*t1 - 3090*t0 + 2086*t0/t1 - 760*t0/t1**2 + 132*t0/t1**3 - 7*t0/t1**4 - 166*t1**3 + 1133*t1**2 - 3090*t1 + 4315 - 3292/t1 + 1352/t1**2 - 269/t1**3 + 18/t1**4 + 88*t1**3/t0 - 677*t1**2/t0 + 2086*t1/t0 - 3292/t0 + 2828/(t0*t1) - 1295/(t0*t1**2) + 282/(t0*t1**3) - 20/(t0*t1**4) - 25*t1**3/t0**2 + 218*t1**2/t0**2 - 760*t1/t0**2 + 1352/t0**2 - 1295/(t0**2*t1) + 642/(t0**2*t1**2) - 140/(t0**2*t1**3) + 8/(t0**2*t1**4) + 3*t1**3/t0**3 - 32*t1**2/t0**3 + 132*t1/t0**3 - 269/t0**3 + 282/(t0**3*t1) - 140/(t0**3*t1**2) + 24/(t0**3*t1**3) + t1**2/t0**4 - 7*t1/t0**4 + 18/t0**4 - 20/(t0**4*t1) + 8/(t0**4*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 199]]",20*x**10 + 680*x**8 + 3262*x**6 + 5110*x**4 + 3014*x**2 + (y**2 + y**(-2))*(-150*x**9 - 1564*x**7 - 4094*x**5 - 3878*x**3 - 1318*x - 120/x) + (y**4 + y**(-4))*(12*x**10 + 425*x**8 + 2020*x**6 + 3050*x**4 + 1634*x**2 + 247) + (y**6 + y**(-6))*(-55*x**9 - 581*x**7 - 1466*x**5 - 1230*x**3 - 290*x) + (y**8 + y**(-8))*(2*x**10 + 82*x**8 + 399*x**6 + 549*x**4 + 204*x**2) + (y**10 + y**(-10))*(-3*x**9 - 49*x**7 - 127*x**5 - 81*x**3) + (y**12 + y**(-12))*(x**8 + 10*x**6 + 14*x**4) + 603 + 26/x**2,26*t0*t1 - 120*t0 + 247*t0/t1 - 290*t0/t1**2 + 204*t0/t1**3 - 81*t0/t1**4 + 14*t0/t1**5 - 120*t1 + 603 - 1318/t1 + 1634/t1**2 - 1230/t1**3 + 549/t1**4 - 127/t1**5 + 10/t1**6 + 247*t1/t0 - 1318/t0 + 3014/(t0*t1) - 3878/(t0*t1**2) + 3050/(t0*t1**3) - 1466/(t0*t1**4) + 399/(t0*t1**5) - 49/(t0*t1**6) + 1/(t0*t1**7) - 290*t1/t0**2 + 1634/t0**2 - 3878/(t0**2*t1) + 5110/(t0**2*t1**2) - 4094/(t0**2*t1**3) + 2020/(t0**2*t1**4) - 581/(t0**2*t1**5) + 82/(t0**2*t1**6) - 3/(t0**2*t1**7) + 204*t1/t0**3 - 1230/t0**3 + 3050/(t0**3*t1) - 4094/(t0**3*t1**2) + 3262/(t0**3*t1**3) - 1564/(t0**3*t1**4) + 425/(t0**3*t1**5) - 55/(t0**3*t1**6) + 2/(t0**3*t1**7) - 81*t1/t0**4 + 549/t0**4 - 1466/(t0**4*t1) + 2020/(t0**4*t1**2) - 1564/(t0**4*t1**3) + 680/(t0**4*t1**4) - 150/(t0**4*t1**5) + 12/(t0**4*t1**6) + 14*t1/t0**5 - 127/t0**5 + 399/(t0**5*t1) - 581/(t0**5*t1**2) + 425/(t0**5*t1**3) - 150/(t0**5*t1**4) + 20/(t0**5*t1**5) + 10/t0**6 - 49/(t0**6*t1) + 82/(t0**6*t1**2) - 55/(t0**6*t1**3) + 12/(t0**6*t1**4) + 1/(t0**7*t1) - 3/(t0**7*t1**2) + 2/(t0**7*t1**3)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 200]]",18*x**4 + 498*x**2 + (-7/x - 7/x**3)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-111*x**3 - 1075*x - 2878/x - 2817/x**3 - 993/x**5 - 90/x**7) + (y**4 + y**(-4))*(8*x**4 + 259*x**2 + 1363 + 2307/x**2 + 1421/x**4 + 283/x**6 + 10/x**8) + (y**6 + y**(-6))*(-24*x**3 - 340*x - 1115/x - 1195/x**3 - 435/x**5 - 39/x**7) + (y**8 + y**(-8))*(34*x**2 + 292 + 590/x**2 + 370/x**4 + 62/x**6) + (y**10 + y**(-10))*(-32*x - 163/x - 183/x**3 - 52/x**5) + (y**12 + y**(-12))*(20 + 52/x**2 + 25/x**4) + 2289 + (y**16 + y**(-16))/x**2 + 3590/x**2 + 2114/x**4 + 400/x**6 + 10/x**8,10*t0**5*t1**3 - 39*t0**5*t1**2 + 62*t0**5*t1 - 52*t0**5 + 25*t0**5/t1 - 7*t0**5/t1**2 + t0**5/t1**3 + 10*t0**4*t1**4 - 90*t0**4*t1**3 + 283*t0**4*t1**2 - 435*t0**4*t1 + 370*t0**4 - 183*t0**4/t1 + 52*t0**4/t1**2 - 7*t0**4/t1**3 + 10*t0**3*t1**5 - 90*t0**3*t1**4 + 400*t0**3*t1**3 - 993*t0**3*t1**2 + 1421*t0**3*t1 - 1195*t0**3 + 590*t0**3/t1 - 163*t0**3/t1**2 + 20*t0**3/t1**3 - 39*t0**2*t1**5 + 283*t0**2*t1**4 - 993*t0**2*t1**3 + 2114*t0**2*t1**2 - 2817*t0**2*t1 + 2307*t0**2 - 1115*t0**2/t1 + 292*t0**2/t1**2 - 32*t0**2/t1**3 + 62*t0*t1**5 - 435*t0*t1**4 + 1421*t0*t1**3 - 2817*t0*t1**2 + 3590*t0*t1 - 2878*t0 + 1363*t0/t1 - 340*t0/t1**2 + 34*t0/t1**3 - 52*t1**5 + 370*t1**4 - 1195*t1**3 + 2307*t1**2 - 2878*t1 + 2289 - 1075/t1 + 259/t1**2 - 24/t1**3 + 25*t1**5/t0 - 183*t1**4/t0 + 590*t1**3/t0 - 1115*t1**2/t0 + 1363*t1/t0 - 1075/t0 + 498/(t0*t1) - 111/(t0*t1**2) + 8/(t0*t1**3) - 7*t1**5/t0**2 + 52*t1**4/t0**2 - 163*t1**3/t0**2 + 292*t1**2/t0**2 - 340*t1/t0**2 + 259/t0**2 - 111/(t0**2*t1) + 18/(t0**2*t1**2) + t1**5/t0**3 - 7*t1**4/t0**3 + 20*t1**3/t0**3 - 32*t1**2/t0**3 + 34*t1/t0**3 - 24/t0**3 + 8/(t0**3*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 201]]",30*x**4 + 642*x**2 + (3 + x**(-2))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-173*x**3 - 1125*x - 1905/x - 1304/x**3 - 390/x**5 - 39/x**7) + (y**4 + y**(-4))*(16*x**4 + 345*x**2 + 1030 + 1022/x**2 + 420/x**4 + 62/x**6) + (y**6 + y**(-6))*(-44*x**3 - 317*x - 491/x - 270/x**3 - 52/x**5) + (y**8 + y**(-8))*(44*x**2 + 140 + 108/x**2 + 25/x**4) + (y**10 + y**(-10))*(-19*x - 26/x - 7/x**3) + 1953 + 2084/x**2 + 980/x**4 + 194/x**6 + 10/x**8,10*t0**4*t1**4 - 39*t0**4*t1**3 + 62*t0**4*t1**2 - 52*t0**4*t1 + 25*t0**4 - 7*t0**4/t1 + t0**4/t1**2 - 39*t0**3*t1**4 + 194*t0**3*t1**3 - 390*t0**3*t1**2 + 420*t0**3*t1 - 270*t0**3 + 108*t0**3/t1 - 26*t0**3/t1**2 + 3*t0**3/t1**3 + 62*t0**2*t1**4 - 390*t0**2*t1**3 + 980*t0**2*t1**2 - 1304*t0**2*t1 + 1022*t0**2 - 491*t0**2/t1 + 140*t0**2/t1**2 - 19*t0**2/t1**3 - 52*t0*t1**4 + 420*t0*t1**3 - 1304*t0*t1**2 + 2084*t0*t1 - 1905*t0 + 1030*t0/t1 - 317*t0/t1**2 + 44*t0/t1**3 + 25*t1**4 - 270*t1**3 + 1022*t1**2 - 1905*t1 + 1953 - 1125/t1 + 345/t1**2 - 44/t1**3 - 7*t1**4/t0 + 108*t1**3/t0 - 491*t1**2/t0 + 1030*t1/t0 - 1125/t0 + 642/(t0*t1) - 173/(t0*t1**2) + 16/(t0*t1**3) + t1**4/t0**2 - 26*t1**3/t0**2 + 140*t1**2/t0**2 - 317*t1/t0**2 + 345/t0**2 - 173/(t0**2*t1) + 30/(t0**2*t1**2) + 3*t1**3/t0**3 - 19*t1**2/t0**3 + 44*t1/t0**3 - 44/t0**3 + 16/(t0**3*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 202]]",220*x**4 + 2226*x**2 + y**16 + (-8*x - 8/x)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-24*x**5 - 805*x**3 - 3542*x - 4925/x - 2626/x**3 - 476/x**5 - 14/x**7) + (y**4 + y**(-4))*(156*x**4 + 1453*x**2 + 3328 + 2732/x**2 + 819/x**4 + 60/x**6) + (y**6 + y**(-6))*(-12*x**5 - 344*x**3 - 1435*x - 1830/x - 835/x**3 - 108/x**5) + (y**8 + y**(-8))*(36*x**4 + 368*x**2 + 800 + 549/x**2 + 109/x**4) + (y**10 + y**(-10))*(-43*x**3 - 212*x - 239/x - 70/x**3) + (y**12 + y**(-12))*(26*x**2 + 64 + 30/x**2) + 5317 + y**(-16) + 4622/x**2 + 1526/x**4 + 140/x**6,-14*t0**4*t1**3 + 60*t0**4*t1**2 - 108*t0**4*t1 + 109*t0**4 - 70*t0**4/t1 + 30*t0**4/t1**2 - 8*t0**4/t1**3 + t0**4/t1**4 - 14*t0**3*t1**4 + 140*t0**3*t1**3 - 476*t0**3*t1**2 + 819*t0**3*t1 - 835*t0**3 + 549*t0**3/t1 - 239*t0**3/t1**2 + 64*t0**3/t1**3 - 8*t0**3/t1**4 + 60*t0**2*t1**4 - 476*t0**2*t1**3 + 1526*t0**2*t1**2 - 2626*t0**2*t1 + 2732*t0**2 - 1830*t0**2/t1 + 800*t0**2/t1**2 - 212*t0**2/t1**3 + 26*t0**2/t1**4 - 108*t0*t1**4 + 819*t0*t1**3 - 2626*t0*t1**2 + 4622*t0*t1 - 4925*t0 + 3328*t0/t1 - 1435*t0/t1**2 + 368*t0/t1**3 - 43*t0/t1**4 + 109*t1**4 - 835*t1**3 + 2732*t1**2 - 4925*t1 + 5317 - 3542/t1 + 1453/t1**2 - 344/t1**3 + 36/t1**4 - 70*t1**4/t0 + 549*t1**3/t0 - 1830*t1**2/t0 + 3328*t1/t0 - 3542/t0 + 2226/(t0*t1) - 805/(t0*t1**2) + 156/(t0*t1**3) - 12/(t0*t1**4) + 30*t1**4/t0**2 - 239*t1**3/t0**2 + 800*t1**2/t0**2 - 1435*t1/t0**2 + 1453/t0**2 - 805/(t0**2*t1) + 220/(t0**2*t1**2) - 24/(t0**2*t1**3) - 8*t1**4/t0**3 + 64*t1**3/t0**3 - 212*t1**2/t0**3 + 368*t1/t0**3 - 344/t0**3 + 156/(t0**3*t1) - 24/(t0**3*t1**2) + t1**4/t0**4 - 8*t1**3/t0**4 + 26*t1**2/t0**4 - 43*t1/t0**4 + 36/t0**4 - 12/(t0**4*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 203]]",76*x**4 + 714*x**2 + (-7/x - 7/x**3)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-8*x**5 - 235*x**3 - 1186*x - 2175/x - 1568/x**3 - 364/x**5 - 12/x**7) + (y**4 + y**(-4))*(30*x**4 + 384*x**2 + 1275 + 1598/x**2 + 721/x**4 + 83/x**6) + (y**6 + y**(-6))*(-51*x**3 - 409*x - 958/x - 795/x**3 - 203/x**5 - 8/x**7) + (y**8 + y**(-8))*(55*x**2 + 309 + 490/x**2 + 240/x**4 + 26/x**6) + (y**10 + y**(-10))*(-42*x - 160/x - 151/x**3 - 33/x**5) + (y**12 + y**(-12))*(22 + 50/x**2 + 21/x**4) + 2019 + (y**16 + y**(-16))/x**2 + 2278/x**2 + 950/x**4 + 98/x**6,-8*t0**5*t1**2 + 26*t0**5*t1 - 33*t0**5 + 21*t0**5/t1 - 7*t0**5/t1**2 + t0**5/t1**3 - 12*t0**4*t1**3 + 83*t0**4*t1**2 - 203*t0**4*t1 + 240*t0**4 - 151*t0**4/t1 + 50*t0**4/t1**2 - 7*t0**4/t1**3 - 12*t0**3*t1**4 + 98*t0**3*t1**3 - 364*t0**3*t1**2 + 721*t0**3*t1 - 795*t0**3 + 490*t0**3/t1 - 160*t0**3/t1**2 + 22*t0**3/t1**3 - 8*t0**2*t1**5 + 83*t0**2*t1**4 - 364*t0**2*t1**3 + 950*t0**2*t1**2 - 1568*t0**2*t1 + 1598*t0**2 - 958*t0**2/t1 + 309*t0**2/t1**2 - 42*t0**2/t1**3 + 26*t0*t1**5 - 203*t0*t1**4 + 721*t0*t1**3 - 1568*t0*t1**2 + 2278*t0*t1 - 2175*t0 + 1275*t0/t1 - 409*t0/t1**2 + 55*t0/t1**3 - 33*t1**5 + 240*t1**4 - 795*t1**3 + 1598*t1**2 - 2175*t1 + 2019 - 1186/t1 + 384/t1**2 - 51/t1**3 + 21*t1**5/t0 - 151*t1**4/t0 + 490*t1**3/t0 - 958*t1**2/t0 + 1275*t1/t0 - 1186/t0 + 714/(t0*t1) - 235/(t0*t1**2) + 30/(t0*t1**3) - 7*t1**5/t0**2 + 50*t1**4/t0**2 - 160*t1**3/t0**2 + 309*t1**2/t0**2 - 409*t1/t0**2 + 384/t0**2 - 235/(t0**2*t1) + 76/(t0**2*t1**2) - 8/(t0**2*t1**3) + t1**5/t0**3 - 7*t1**4/t0**3 + 22*t1**3/t0**3 - 42*t1**2/t0**3 + 55*t1/t0**3 - 51/t0**3 + 30/(t0**3*t1) - 8/(t0**3*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 204]]",148*x**4 + 1248*x**2 + (3 + x**(-2))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-16*x**5 - 435*x**3 - 1789*x - 2359/x - 1208/x**3 - 227/x**5 - 8/x**7) + (y**4 + y**(-4))*(58*x**4 + 602*x**2 + 1387 + 1100/x**2 + 324/x**4 + 26/x**6) + (y**6 + y**(-6))*(-83*x**3 - 438*x - 576/x - 254/x**3 - 33/x**5) + (y**8 + y**(-8))*(59*x**2 + 166 + 114/x**2 + 21/x**4) + (y**10 + y**(-10))*(-21*x - 28/x - 7/x**3) + 2763 + 2268/x**2 + 740/x**4 + 76/x**6,-8*t0**4*t1**3 + 26*t0**4*t1**2 - 33*t0**4*t1 + 21*t0**4 - 7*t0**4/t1 + t0**4/t1**2 - 8*t0**3*t1**4 + 76*t0**3*t1**3 - 227*t0**3*t1**2 + 324*t0**3*t1 - 254*t0**3 + 114*t0**3/t1 - 28*t0**3/t1**2 + 3*t0**3/t1**3 + 26*t0**2*t1**4 - 227*t0**2*t1**3 + 740*t0**2*t1**2 - 1208*t0**2*t1 + 1100*t0**2 - 576*t0**2/t1 + 166*t0**2/t1**2 - 21*t0**2/t1**3 - 33*t0*t1**4 + 324*t0*t1**3 - 1208*t0*t1**2 + 2268*t0*t1 - 2359*t0 + 1387*t0/t1 - 438*t0/t1**2 + 59*t0/t1**3 + 21*t1**4 - 254*t1**3 + 1100*t1**2 - 2359*t1 + 2763 - 1789/t1 + 602/t1**2 - 83/t1**3 - 7*t1**4/t0 + 114*t1**3/t0 - 576*t1**2/t0 + 1387*t1/t0 - 1789/t0 + 1248/(t0*t1) - 435/(t0*t1**2) + 58/(t0*t1**3) + t1**4/t0**2 - 28*t1**3/t0**2 + 166*t1**2/t0**2 - 438*t1/t0**2 + 602/t0**2 - 435/(t0**2*t1) + 148/(t0**2*t1**2) - 16/(t0**2*t1**3) + 3*t1**3/t0**3 - 21*t1**2/t0**3 + 59*t1/t0**3 - 83/t0**3 + 58/(t0**3*t1) - 16/(t0**3*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[12, ""A"", 205]]",12*x**10 + 294*x**8 + 966*x**6 + 1088*x**4 + 536*x**2 + (x**8 + 3*x**6)*(y**16 + y**(-16)) + (y**2 + y**(-2))*(-83*x**9 - 600*x**7 - 1080*x**5 - 778*x**3 - 239*x - 24/x) + (y**4 + y**(-4))*(10*x**10 + 245*x**8 + 783*x**6 + 822*x**4 + 350*x**2 + 50) + (y**6 + y**(-6))*(-58*x**9 - 403*x**7 - 651*x**5 - 378*x**3 - 72*x) + (y**8 + y**(-8))*(6*x**10 + 136*x**8 + 380*x**6 + 309*x**4 + 77*x**2) + (y**10 + y**(-10))*(-26*x**9 - 152*x**7 - 188*x**5 - 62*x**3) + (y**12 + y**(-12))*(2*x**10 + 35*x**8 + 79*x**6 + 37*x**4) + (y**14 + y**(-14))*(-3*x**9 - 18*x**7 - 15*x**5) + 109 + 6/x**2,6*t0*t1 - 24*t0 + 50*t0/t1 - 72*t0/t1**2 + 77*t0/t1**3 - 62*t0/t1**4 + 37*t0/t1**5 - 15*t0/t1**6 + 3*t0/t1**7 - 24*t1 + 109 - 239/t1 + 350/t1**2 - 378/t1**3 + 309/t1**4 - 188/t1**5 + 79/t1**6 - 18/t1**7 + t1**(-8) + 50*t1/t0 - 239/t0 + 536/(t0*t1) - 778/(t0*t1**2) + 822/(t0*t1**3) - 651/(t0*t1**4) + 380/(t0*t1**5) - 152/(t0*t1**6) + 35/(t0*t1**7) - 3/(t0*t1**8) - 72*t1/t0**2 + 350/t0**2 - 778/(t0**2*t1) + 1088/(t0**2*t1**2) - 1080/(t0**2*t1**3) + 783/(t0**2*t1**4) - 403/(t0**2*t1**5) + 136/(t0**2*t1**6) - 26/(t0**2*t1**7) + 2/(t0**2*t1**8) + 77*t1/t0**3 - 378/t0**3 + 822/(t0**3*t1) - 1080/(t0**3*t1**2) + 966/(t0**3*t1**3) - 600/(t0**3*t1**4) + 245/(t0**3*t1**5) - 58/(t0**3*t1**6) + 6/(t0**3*t1**7) - 62*t1/t0**4 + 309/t0**4 - 651/(t0**4*t1) + 783/(t0**4*t1**2) - 600/(t0**4*t1**3) + 294/(t0**4*t1**4) - 83/(t0**4*t1**5) + 10/(t0**4*t1**6) + 37*t1/t0**5 - 188/t0**5 + 380/(t0**5*t1) - 403/(t0**5*t1**2) + 245/(t0**5*t1**3) - 83/(t0**5*t1**4) + 12/(t0**5*t1**5) - 15*t1/t0**6 + 79/t0**6 - 152/(t0**6*t1) + 136/(t0**6*t1**2) - 58/(t0**6*t1**3) + 10/(t0**6*t1**4) + 3*t1/t0**7 - 18/t0**7 + 35/(t0**7*t1) - 26/(t0**7*t1**2) + 6/(t0**7*t1**3) + t0**(-8) - 3/(t0**8*t1) + 2/(t0**8*t1**2)
