key,original,newExpr
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 11]]",86*x**4 + 618*x**2 + y**12 + (-8*x - 8/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-10*x**5 - 233*x**3 - 797*x - 797/x - 233/x**3 - 10/x**5) + (y**4 + y**(-4))*(33*x**4 + 290*x**2 + 538 + 290/x**2 + 33/x**4) + (y**6 + y**(-6))*(-42*x**3 - 185*x - 185/x - 42/x**3) + (y**8 + y**(-8))*(26*x**2 + 60 + 26/x**2) + 1099 + y**(-12) + 618/x**2 + 86/x**4,-10*t0**3*t1**2 + 33*t0**3*t1 - 42*t0**3 + 26*t0**3/t1 - 8*t0**3/t1**2 + t0**3/t1**3 - 10*t0**2*t1**3 + 86*t0**2*t1**2 - 233*t0**2*t1 + 290*t0**2 - 185*t0**2/t1 + 60*t0**2/t1**2 - 8*t0**2/t1**3 + 33*t0*t1**3 - 233*t0*t1**2 + 618*t0*t1 - 797*t0 + 538*t0/t1 - 185*t0/t1**2 + 26*t0/t1**3 - 42*t1**3 + 290*t1**2 - 797*t1 + 1099 - 797/t1 + 290/t1**2 - 42/t1**3 + 26*t1**3/t0 - 185*t1**2/t0 + 538*t1/t0 - 797/t0 + 618/(t0*t1) - 233/(t0*t1**2) + 33/(t0*t1**3) - 8*t1**3/t0**2 + 60*t1**2/t0**2 - 185*t1/t0**2 + 290/t0**2 - 233/(t0**2*t1) + 86/(t0**2*t1**2) - 10/(t0**2*t1**3) + t1**3/t0**3 - 8*t1**2/t0**3 + 26*t1/t0**3 - 42/t0**3 + 33/(t0**3*t1) - 10/(t0**3*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 12]]",26*x**2 + (y**2 + y**(-2))*(-88*x - 507/x - 707/x**3 - 329/x**5 - 41/x**7) + (y**4 + y**(-4))*(113 + 350/x**2 + 281/x**4 + 68/x**6 + 2/x**8) + (y**6 + y**(-6))*(-65/x - 107/x**3 - 45/x**5 - 3/x**7) + (y**8 + y**(-8))*(14/x**2 + 10/x**4 + x**(-6)) + 343 + 864/x**2 + 686/x**4 + 180/x**6 + 8/x**8,2*t0**5*t1**3 - 3*t0**5*t1**2 + t0**5*t1 + 8*t0**4*t1**4 - 41*t0**4*t1**3 + 68*t0**4*t1**2 - 45*t0**4*t1 + 10*t0**4 + 2*t0**3*t1**5 - 41*t0**3*t1**4 + 180*t0**3*t1**3 - 329*t0**3*t1**2 + 281*t0**3*t1 - 107*t0**3 + 14*t0**3/t1 - 3*t0**2*t1**5 + 68*t0**2*t1**4 - 329*t0**2*t1**3 + 686*t0**2*t1**2 - 707*t0**2*t1 + 350*t0**2 - 65*t0**2/t1 + t0*t1**5 - 45*t0*t1**4 + 281*t0*t1**3 - 707*t0*t1**2 + 864*t0*t1 - 507*t0 + 113*t0/t1 + 10*t1**4 - 107*t1**3 + 350*t1**2 - 507*t1 + 343 - 88/t1 + 14*t1**3/t0 - 65*t1**2/t0 + 113*t1/t0 - 88/t0 + 26/(t0*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 13]]",(6/x**6 + 3/x**8)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-21/x - 119/x**3 - 229/x**5 - 157/x**7 - 26/x**9) + (y**4 + y**(-4))*(32/x**2 + 135/x**4 + 182/x**6 + 71/x**8 + 4/x**10) + (y**6 + y**(-6))*(-35/x**3 - 116/x**5 - 100/x**7 - 19/x**9) + (y**8 + y**(-8))*(31/x**4 + 70/x**6 + 33/x**8 + 2/x**10) + (y**10 + y**(-10))*(-19/x**5 - 24/x**7 - 5/x**9) + 7 + 72/x**2 + 206/x**4 + 232/x**6 + 82/x**8 + 4/x**10,2*t0**7*t1**3 - 5*t0**7*t1**2 + 3*t0**7*t1 + 4*t0**6*t1**4 - 19*t0**6*t1**3 + 33*t0**6*t1**2 - 24*t0**6*t1 + 6*t0**6 + 4*t0**5*t1**5 - 26*t0**5*t1**4 + 71*t0**5*t1**3 - 100*t0**5*t1**2 + 70*t0**5*t1 - 19*t0**5 + 4*t0**4*t1**6 - 26*t0**4*t1**5 + 82*t0**4*t1**4 - 157*t0**4*t1**3 + 182*t0**4*t1**2 - 116*t0**4*t1 + 31*t0**4 + 2*t0**3*t1**7 - 19*t0**3*t1**6 + 71*t0**3*t1**5 - 157*t0**3*t1**4 + 232*t0**3*t1**3 - 229*t0**3*t1**2 + 135*t0**3*t1 - 35*t0**3 - 5*t0**2*t1**7 + 33*t0**2*t1**6 - 100*t0**2*t1**5 + 182*t0**2*t1**4 - 229*t0**2*t1**3 + 206*t0**2*t1**2 - 119*t0**2*t1 + 32*t0**2 + 3*t0*t1**7 - 24*t0*t1**6 + 70*t0*t1**5 - 116*t0*t1**4 + 135*t0*t1**3 - 119*t0*t1**2 + 72*t0*t1 - 21*t0 + 6*t1**6 - 19*t1**5 + 31*t1**4 - 35*t1**3 + 32*t1**2 - 21*t1 + 7
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 14]]",(y**2 + y**(-2))*(-69/x - 361/x**3 - 466/x**5 - 197/x**7 - 23/x**9) + (y**4 + y**(-4))*(94/x**2 + 272/x**4 + 207/x**6 + 49/x**8 + 2/x**10) + (y**6 + y**(-6))*(-63/x**3 - 103/x**5 - 45/x**7 - 5/x**9) + (y**8 + y**(-8))*(18/x**4 + 15/x**6 + 3/x**8) + 21 + 246/x**2 + 568/x**4 + 410/x**6 + 96/x**8 + 4/x**10,2*t0**6*t1**4 - 5*t0**6*t1**3 + 3*t0**6*t1**2 + 4*t0**5*t1**5 - 23*t0**5*t1**4 + 49*t0**5*t1**3 - 45*t0**5*t1**2 + 15*t0**5*t1 + 2*t0**4*t1**6 - 23*t0**4*t1**5 + 96*t0**4*t1**4 - 197*t0**4*t1**3 + 207*t0**4*t1**2 - 103*t0**4*t1 + 18*t0**4 - 5*t0**3*t1**6 + 49*t0**3*t1**5 - 197*t0**3*t1**4 + 410*t0**3*t1**3 - 466*t0**3*t1**2 + 272*t0**3*t1 - 63*t0**3 + 3*t0**2*t1**6 - 45*t0**2*t1**5 + 207*t0**2*t1**4 - 466*t0**2*t1**3 + 568*t0**2*t1**2 - 361*t0**2*t1 + 94*t0**2 + 15*t0*t1**5 - 103*t0*t1**4 + 272*t0*t1**3 - 361*t0*t1**2 + 246*t0*t1 - 69*t0 + 18*t1**4 - 63*t1**3 + 94*t1**2 - 69*t1 + 21
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 15]]",12*x**2 + (-3/x**3 - 3/x**5)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-2*x**3 - 25*x - 68/x - 84/x**3 - 42/x**5 - 3/x**7) + (y**4 + y**(-4))*(5*x**2 + 31 + 69/x**2 + 66/x**4 + 16/x**6) + (y**6 + y**(-6))*(-6*x - 32/x - 61/x**3 - 38/x**5 - 3/x**7) + (y**8 + y**(-8))*(6 + 30/x**2 + 43/x**4 + 13/x**6) + (y**10 + y**(-10))*(-6/x - 23/x**3 - 19/x**5 - 2/x**7) + (y**12 + y**(-12))*(5/x**2 + 12/x**4 + 4/x**6) + 53 + 88/x**2 + (y**16 + y**(-16))/x**4 + 70/x**4 + 16/x**6,-2*t0**6*t1 + 4*t0**6 - 3*t0**6/t1 + t0**6/t1**2 - 3*t0**5*t1**2 + 13*t0**5*t1 - 19*t0**5 + 12*t0**5/t1 - 3*t0**5/t1**2 - 3*t0**4*t1**3 + 16*t0**4*t1**2 - 38*t0**4*t1 + 43*t0**4 - 23*t0**4/t1 + 5*t0**4/t1**2 - 3*t0**3*t1**4 + 16*t0**3*t1**3 - 42*t0**3*t1**2 + 66*t0**3*t1 - 61*t0**3 + 30*t0**3/t1 - 6*t0**3/t1**2 - 3*t0**2*t1**5 + 16*t0**2*t1**4 - 42*t0**2*t1**3 + 70*t0**2*t1**2 - 84*t0**2*t1 + 69*t0**2 - 32*t0**2/t1 + 6*t0**2/t1**2 - 2*t0*t1**6 + 13*t0*t1**5 - 38*t0*t1**4 + 66*t0*t1**3 - 84*t0*t1**2 + 88*t0*t1 - 68*t0 + 31*t0/t1 - 6*t0/t1**2 + 4*t1**6 - 19*t1**5 + 43*t1**4 - 61*t1**3 + 69*t1**2 - 68*t1 + 53 - 25/t1 + 5/t1**2 - 3*t1**6/t0 + 12*t1**5/t0 - 23*t1**4/t0 + 30*t1**3/t0 - 32*t1**2/t0 + 31*t1/t0 - 25/t0 + 12/(t0*t1) - 2/(t0*t1**2) + t1**6/t0**2 - 3*t1**5/t0**2 + 5*t1**4/t0**2 - 6*t1**3/t0**2 + 6*t1**2/t0**2 - 6*t1/t0**2 + 5/t0**2 - 2/(t0**2*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 16]]",44*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-6*x**3 - 109*x - 323/x - 292/x**3 - 75/x**5 - 3/x**7) + (y**4 + y**(-4))*(19*x**2 + 140 + 247/x**2 + 128/x**4 + 17/x**6) + (y**6 + y**(-6))*(-26*x - 110/x - 115/x**3 - 33/x**5 - 2/x**7) + (y**8 + y**(-8))*(21 + 54/x**2 + 30/x**4 + 4/x**6) + (y**10 + y**(-10))*(-11/x - 14/x**3 - 3/x**5) + 255 + 402/x**2 + 194/x**4 + 22/x**6,-2*t0**5*t1**2 + 4*t0**5*t1 - 3*t0**5 + t0**5/t1 - 3*t0**4*t1**3 + 17*t0**4*t1**2 - 33*t0**4*t1 + 30*t0**4 - 14*t0**4/t1 + 3*t0**4/t1**2 - 3*t0**3*t1**4 + 22*t0**3*t1**3 - 75*t0**3*t1**2 + 128*t0**3*t1 - 115*t0**3 + 54*t0**3/t1 - 11*t0**3/t1**2 - 2*t0**2*t1**5 + 17*t0**2*t1**4 - 75*t0**2*t1**3 + 194*t0**2*t1**2 - 292*t0**2*t1 + 247*t0**2 - 110*t0**2/t1 + 21*t0**2/t1**2 + 4*t0*t1**5 - 33*t0*t1**4 + 128*t0*t1**3 - 292*t0*t1**2 + 402*t0*t1 - 323*t0 + 140*t0/t1 - 26*t0/t1**2 - 3*t1**5 + 30*t1**4 - 115*t1**3 + 247*t1**2 - 323*t1 + 255 - 109/t1 + 19/t1**2 + t1**5/t0 - 14*t1**4/t0 + 54*t1**3/t0 - 110*t1**2/t0 + 140*t1/t0 - 109/t0 + 44/(t0*t1) - 6/(t0*t1**2) + 3*t1**4/t0**2 - 11*t1**3/t0**2 + 21*t1**2/t0**2 - 26*t1/t0**2 + 19/t0**2 - 6/(t0**2*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 17]]",8*x**2 + (-7/x**3 - 7/x**5)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-28*x - 189/x - 384/x**3 - 266/x**5 - 43/x**7) + (y**4 + y**(-4))*(44 + 192/x**2 + 251/x**4 + 91/x**6 + 4/x**8) + (y**6 + y**(-6))*(-40/x - 120/x**3 - 93/x**5 - 13/x**7) + (y**8 + y**(-8))*(22/x**2 + 44/x**4 + 15/x**6) + 109 + 356/x**2 + (y**12 + y**(-12))/x**4 + 420/x**4 + 152/x**6 + 8/x**8,4*t0**5*t1**3 - 13*t0**5*t1**2 + 15*t0**5*t1 - 7*t0**5 + t0**5/t1 + 8*t0**4*t1**4 - 43*t0**4*t1**3 + 91*t0**4*t1**2 - 93*t0**4*t1 + 44*t0**4 - 7*t0**4/t1 + 4*t0**3*t1**5 - 43*t0**3*t1**4 + 152*t0**3*t1**3 - 266*t0**3*t1**2 + 251*t0**3*t1 - 120*t0**3 + 22*t0**3/t1 - 13*t0**2*t1**5 + 91*t0**2*t1**4 - 266*t0**2*t1**3 + 420*t0**2*t1**2 - 384*t0**2*t1 + 192*t0**2 - 40*t0**2/t1 + 15*t0*t1**5 - 93*t0*t1**4 + 251*t0*t1**3 - 384*t0*t1**2 + 356*t0*t1 - 189*t0 + 44*t0/t1 - 7*t1**5 + 44*t1**4 - 120*t1**3 + 192*t1**2 - 189*t1 + 109 - 28/t1 + t1**5/t0 - 7*t1**4/t0 + 22*t1**3/t0 - 40*t1**2/t0 + 44*t1/t0 - 28/t0 + 8/(t0*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 18]]",28*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-4*x**3 - 75*x - 262/x - 271/x**3 - 84/x**5 - 4/x**7) + (y**4 + y**(-4))*(13*x**2 + 109 + 219/x**2 + 129/x**4 + 20/x**6) + (y**6 + y**(-6))*(-20*x - 97/x - 110/x**3 - 35/x**5 - 2/x**7) + (y**8 + y**(-8))*(19 + 52/x**2 + 30/x**4 + 4/x**6) + (y**10 + y**(-10))*(-11/x - 14/x**3 - 3/x**5) + 189 + 346/x**2 + 196/x**4 + 28/x**6,-2*t0**5*t1**2 + 4*t0**5*t1 - 3*t0**5 + t0**5/t1 - 4*t0**4*t1**3 + 20*t0**4*t1**2 - 35*t0**4*t1 + 30*t0**4 - 14*t0**4/t1 + 3*t0**4/t1**2 - 4*t0**3*t1**4 + 28*t0**3*t1**3 - 84*t0**3*t1**2 + 129*t0**3*t1 - 110*t0**3 + 52*t0**3/t1 - 11*t0**3/t1**2 - 2*t0**2*t1**5 + 20*t0**2*t1**4 - 84*t0**2*t1**3 + 196*t0**2*t1**2 - 271*t0**2*t1 + 219*t0**2 - 97*t0**2/t1 + 19*t0**2/t1**2 + 4*t0*t1**5 - 35*t0*t1**4 + 129*t0*t1**3 - 271*t0*t1**2 + 346*t0*t1 - 262*t0 + 109*t0/t1 - 20*t0/t1**2 - 3*t1**5 + 30*t1**4 - 110*t1**3 + 219*t1**2 - 262*t1 + 189 - 75/t1 + 13/t1**2 + t1**5/t0 - 14*t1**4/t0 + 52*t1**3/t0 - 97*t1**2/t0 + 109*t1/t0 - 75/t0 + 28/(t0*t1) - 4/(t0*t1**2) + 3*t1**4/t0**2 - 11*t1**3/t0**2 + 19*t1**2/t0**2 - 20*t1/t0**2 + 13/t0**2 - 4/(t0**2*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 19]]",12*x**6 + 58*x**4 + 122*x**2 + (y**2 + y**(-2))*(-2*x**7 - 24*x**5 - 74*x**3 - 114*x - 68/x - 6/x**3) + (y**4 + y**(-4))*(4*x**6 + 23*x**4 + 55*x**2 + 61 + 16/x**2) + (y**6 + y**(-6))*(-3*x**5 - 12*x**3 - 24*x - 15/x) + (y**8 + y**(-8))*(x**4 + 3*x**2 + 5) + 123 + 34/x**2,-6*t0**2*t1 + 16*t0**2 - 15*t0**2/t1 + 5*t0**2/t1**2 - 6*t0*t1**2 + 34*t0*t1 - 68*t0 + 61*t0/t1 - 24*t0/t1**2 + 3*t0/t1**3 + 16*t1**2 - 68*t1 + 123 - 114/t1 + 55/t1**2 - 12/t1**3 + t1**(-4) - 15*t1**2/t0 + 61*t1/t0 - 114/t0 + 122/(t0*t1) - 74/(t0*t1**2) + 23/(t0*t1**3) - 3/(t0*t1**4) + 5*t1**2/t0**2 - 24*t1/t0**2 + 55/t0**2 - 74/(t0**2*t1) + 58/(t0**2*t1**2) - 24/(t0**2*t1**3) + 4/(t0**2*t1**4) + 3*t1/t0**3 - 12/t0**3 + 23/(t0**3*t1) - 24/(t0**3*t1**2) + 12/(t0**3*t1**3) - 2/(t0**3*t1**4) + t0**(-4) - 3/(t0**4*t1) + 4/(t0**4*t1**2) - 2/(t0**4*t1**3)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 20]]",8*x**6 + 124*x**4 + 416*x**2 + (3*x**2 + 6)*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-28*x**5 - 197*x**3 - 405*x - 283/x - 47/x**3) + (y**4 + y**(-4))*(34*x**4 + 143*x**2 + 183 + 58/x**2) + (y**6 + y**(-6))*(-17*x**3 - 48*x - 31/x) + 505 + 192/x**2 + 14/x**4,14*t0**2*t1**2 - 47*t0**2*t1 + 58*t0**2 - 31*t0**2/t1 + 6*t0**2/t1**2 - 47*t0*t1**2 + 192*t0*t1 - 283*t0 + 183*t0/t1 - 48*t0/t1**2 + 3*t0/t1**3 + 58*t1**2 - 283*t1 + 505 - 405/t1 + 143/t1**2 - 17/t1**3 - 31*t1**2/t0 + 183*t1/t0 - 405/t0 + 416/(t0*t1) - 197/(t0*t1**2) + 34/(t0*t1**3) + 6*t1**2/t0**2 - 48*t1/t0**2 + 143/t0**2 - 197/(t0**2*t1) + 124/(t0**2*t1**2) - 28/(t0**2*t1**3) + 3*t1/t0**3 - 17/t0**3 + 34/(t0**3*t1) - 28/(t0**3*t1**2) + 8/(t0**3*t1**3)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 21]]",104*x**2 + (-8/x - 8/x**3)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-12*x**3 - 257*x - 786/x - 727/x**3 - 194/x**5 - 8/x**7) + (y**4 + y**(-4))*(36*x**2 + 298 + 523/x**2 + 266/x**4 + 29/x**6) + (y**6 + y**(-6))*(-43*x - 185/x - 182/x**3 - 40/x**5) + (y**8 + y**(-8))*(26 + 60/x**2 + 26/x**4) + 641 + (y**12 + y**(-12))/x**2 + 1032/x**2 + 528/x**4 + 66/x**6,-8*t0**4*t1**3 + 29*t0**4*t1**2 - 40*t0**4*t1 + 26*t0**4 - 8*t0**4/t1 + t0**4/t1**2 - 8*t0**3*t1**4 + 66*t0**3*t1**3 - 194*t0**3*t1**2 + 266*t0**3*t1 - 182*t0**3 + 60*t0**3/t1 - 8*t0**3/t1**2 + 29*t0**2*t1**4 - 194*t0**2*t1**3 + 528*t0**2*t1**2 - 727*t0**2*t1 + 523*t0**2 - 185*t0**2/t1 + 26*t0**2/t1**2 - 40*t0*t1**4 + 266*t0*t1**3 - 727*t0*t1**2 + 1032*t0*t1 - 786*t0 + 298*t0/t1 - 43*t0/t1**2 + 26*t1**4 - 182*t1**3 + 523*t1**2 - 786*t1 + 641 - 257/t1 + 36/t1**2 - 8*t1**4/t0 + 60*t1**3/t0 - 185*t1**2/t0 + 298*t1/t0 - 257/t0 + 104/(t0*t1) - 12/(t0*t1**2) + t1**4/t0**2 - 8*t1**3/t0**2 + 26*t1**2/t0**2 - 43*t1/t0**2 + 36/t0**2 - 12/(t0**2*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 22]]",6*x**6 + 142*x**4 + x**2*(y**12 + y**(-12)) + 398*x**2 + (-7*x**3 - 7*x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-42*x**5 - 258*x**3 - 360*x - 165/x - 21/x**3) + (y**4 + y**(-4))*(6*x**6 + 98*x**4 + 246*x**2 + 171 + 33/x**2) + (y**6 + y**(-6))*(-17*x**5 - 99*x**3 - 114*x - 32/x) + (y**8 + y**(-8))*(17*x**4 + 44*x**2 + 20) + 329 + 92/x**2 + 6/x**4,6*t0**2*t1**2 - 21*t0**2*t1 + 33*t0**2 - 32*t0**2/t1 + 20*t0**2/t1**2 - 7*t0**2/t1**3 + t0**2/t1**4 - 21*t0*t1**2 + 92*t0*t1 - 165*t0 + 171*t0/t1 - 114*t0/t1**2 + 44*t0/t1**3 - 7*t0/t1**4 + 33*t1**2 - 165*t1 + 329 - 360/t1 + 246/t1**2 - 99/t1**3 + 17/t1**4 - 32*t1**2/t0 + 171*t1/t0 - 360/t0 + 398/(t0*t1) - 258/(t0*t1**2) + 98/(t0*t1**3) - 17/(t0*t1**4) + 20*t1**2/t0**2 - 114*t1/t0**2 + 246/t0**2 - 258/(t0**2*t1) + 142/(t0**2*t1**2) - 42/(t0**2*t1**3) + 6/(t0**2*t1**4) - 7*t1**2/t0**3 + 44*t1/t0**3 - 99/t0**3 + 98/(t0**3*t1) - 42/(t0**3*t1**2) + 6/(t0**3*t1**3) + t1**2/t0**4 - 7*t1/t0**4 + 17/t0**4 - 17/(t0**4*t1) + 6/(t0**4*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 23]]",6*x**6 + 70*x**4 + 230*x**2 + (x**2 + 3)*(y**8 + y**(-8)) + (y**2 + y**(-2))*(-17*x**5 - 105*x**3 - 228*x - 171/x - 31/x**3) + (y**4 + y**(-4))*(17*x**4 + 73*x**2 + 103 + 35/x**2) + (y**6 + y**(-6))*(-7*x**3 - 24*x - 17/x) + 299 + 122/x**2 + 10/x**4,10*t0**2*t1**2 - 31*t0**2*t1 + 35*t0**2 - 17*t0**2/t1 + 3*t0**2/t1**2 - 31*t0*t1**2 + 122*t0*t1 - 171*t0 + 103*t0/t1 - 24*t0/t1**2 + t0/t1**3 + 35*t1**2 - 171*t1 + 299 - 228/t1 + 73/t1**2 - 7/t1**3 - 17*t1**2/t0 + 103*t1/t0 - 228/t0 + 230/(t0*t1) - 105/(t0*t1**2) + 17/(t0*t1**3) + 3*t1**2/t0**2 - 24*t1/t0**2 + 73/t0**2 - 105/(t0**2*t1) + 70/(t0**2*t1**2) - 17/(t0**2*t1**3) + t1/t0**3 - 7/t0**3 + 17/(t0**3*t1) - 17/(t0**3*t1**2) + 6/(t0**3*t1**3)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 24]]",10*x**6 + 182*x**4 + 706*x**2 + y**12 + (-7*x - 7/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-39*x**5 - 334*x**3 - 753*x - 553/x - 95/x**3) + (y**4 + y**(-4))*(62*x**4 + 315*x**2 + 436 + 169/x**2 + 8/x**4) + (y**6 + y**(-6))*(-52*x**3 - 167*x - 135/x - 20/x**3) + (y**8 + y**(-8))*(25*x**2 + 50 + 18/x**2) + 895 + y**(-12) + 346/x**2 + 18/x**4,8*t0**3*t1 - 20*t0**3 + 18*t0**3/t1 - 7*t0**3/t1**2 + t0**3/t1**3 + 18*t0**2*t1**2 - 95*t0**2*t1 + 169*t0**2 - 135*t0**2/t1 + 50*t0**2/t1**2 - 7*t0**2/t1**3 + 8*t0*t1**3 - 95*t0*t1**2 + 346*t0*t1 - 553*t0 + 436*t0/t1 - 167*t0/t1**2 + 25*t0/t1**3 - 20*t1**3 + 169*t1**2 - 553*t1 + 895 - 753/t1 + 315/t1**2 - 52/t1**3 + 18*t1**3/t0 - 135*t1**2/t0 + 436*t1/t0 - 753/t0 + 706/(t0*t1) - 334/(t0*t1**2) + 62/(t0*t1**3) - 7*t1**3/t0**2 + 50*t1**2/t0**2 - 167*t1/t0**2 + 315/t0**2 - 334/(t0**2*t1) + 182/(t0**2*t1**2) - 39/(t0**2*t1**3) + t1**3/t0**3 - 7*t1**2/t0**3 + 25*t1/t0**3 - 52/t0**3 + 62/(t0**3*t1) - 39/(t0**3*t1**2) + 10/(t0**3*t1**3)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 25]]",68*x**4 + 478*x**2 + y**12 + (-7*x - 7/x)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-8*x**5 - 181*x**3 - 616*x - 616/x - 181/x**3 - 8/x**5) + (y**4 + y**(-4))*(26*x**4 + 224*x**2 + 417 + 224/x**2 + 26/x**4) + (y**6 + y**(-6))*(-33*x**3 - 145*x - 145/x - 33/x**3) + (y**8 + y**(-8))*(21*x**2 + 49 + 21/x**2) + 851 + y**(-12) + 478/x**2 + 68/x**4,-8*t0**3*t1**2 + 26*t0**3*t1 - 33*t0**3 + 21*t0**3/t1 - 7*t0**3/t1**2 + t0**3/t1**3 - 8*t0**2*t1**3 + 68*t0**2*t1**2 - 181*t0**2*t1 + 224*t0**2 - 145*t0**2/t1 + 49*t0**2/t1**2 - 7*t0**2/t1**3 + 26*t0*t1**3 - 181*t0*t1**2 + 478*t0*t1 - 616*t0 + 417*t0/t1 - 145*t0/t1**2 + 21*t0/t1**3 - 33*t1**3 + 224*t1**2 - 616*t1 + 851 - 616/t1 + 224/t1**2 - 33/t1**3 + 21*t1**3/t0 - 145*t1**2/t0 + 417*t1/t0 - 616/t0 + 478/(t0*t1) - 181/(t0*t1**2) + 26/(t0*t1**3) - 7*t1**3/t0**2 + 49*t1**2/t0**2 - 145*t1/t0**2 + 224/t0**2 - 181/(t0**2*t1) + 68/(t0**2*t1**2) - 8/(t0**2*t1**3) + t1**3/t0**3 - 7*t1**2/t0**3 + 21*t1/t0**3 - 33/t0**3 + 26/(t0**3*t1) - 8/(t0**3*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[10, ""A"", 26]]",4*x**8 + 94*x**6 + 276*x**4 + 242*x**2 + (x**6 + 3*x**4)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-28*x**7 - 182*x**5 - 267*x**3 - 133*x - 20/x) + (y**4 + y**(-4))*(4*x**8 + 77*x**6 + 201*x**4 + 147*x**2 + 32) + (y**6 + y**(-6))*(-19*x**7 - 100*x**5 - 115*x**3 - 34*x) + (y**8 + y**(-8))*(2*x**8 + 28*x**6 + 60*x**4 + 26*x**2) + (y**10 + y**(-10))*(-3*x**7 - 16*x**5 - 13*x**3) + 77 + 6/x**2,6*t0*t1 - 20*t0 + 32*t0/t1 - 34*t0/t1**2 + 26*t0/t1**3 - 13*t0/t1**4 + 3*t0/t1**5 - 20*t1 + 77 - 133/t1 + 147/t1**2 - 115/t1**3 + 60/t1**4 - 16/t1**5 + t1**(-6) + 32*t1/t0 - 133/t0 + 242/(t0*t1) - 267/(t0*t1**2) + 201/(t0*t1**3) - 100/(t0*t1**4) + 28/(t0*t1**5) - 3/(t0*t1**6) - 34*t1/t0**2 + 147/t0**2 - 267/(t0**2*t1) + 276/(t0**2*t1**2) - 182/(t0**2*t1**3) + 77/(t0**2*t1**4) - 19/(t0**2*t1**5) + 2/(t0**2*t1**6) + 26*t1/t0**3 - 115/t0**3 + 201/(t0**3*t1) - 182/(t0**3*t1**2) + 94/(t0**3*t1**3) - 28/(t0**3*t1**4) + 4/(t0**3*t1**5) - 13*t1/t0**4 + 60/t0**4 - 100/(t0**4*t1) + 77/(t0**4*t1**2) - 28/(t0**4*t1**3) + 4/(t0**4*t1**4) + 3*t1/t0**5 - 16/t0**5 + 28/(t0**5*t1) - 19/(t0**5*t1**2) + 4/(t0**5*t1**3) + t0**(-6) - 3/(t0**6*t1) + 2/(t0**6*t1**2)
