key,original,newExpr
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 50]]",18*x**2 + (y**2 + y**(-2))*(-62*x - 384/x - 606/x**3 - 368/x**5 - 88/x**7 - 4/x**9) + (y**4 + y**(-4))*(83 + 282/x**2 + 270/x**4 + 104/x**6 + 12/x**8) + (y**6 + y**(-6))*(-51/x - 94/x**3 - 54/x**5 - 11/x**7) + (y**8 + y**(-8))*(12/x**2 + 10/x**4 + 3/x**6) + 249 + 688/x**2 + 650/x**4 + 256/x**6 + 32/x**8,-4*t0**5*t1**4 + 12*t0**5*t1**3 - 11*t0**5*t1**2 + 3*t0**5*t1 - 4*t0**4*t1**5 + 32*t0**4*t1**4 - 88*t0**4*t1**3 + 104*t0**4*t1**2 - 54*t0**4*t1 + 10*t0**4 + 12*t0**3*t1**5 - 88*t0**3*t1**4 + 256*t0**3*t1**3 - 368*t0**3*t1**2 + 270*t0**3*t1 - 94*t0**3 + 12*t0**3/t1 - 11*t0**2*t1**5 + 104*t0**2*t1**4 - 368*t0**2*t1**3 + 650*t0**2*t1**2 - 606*t0**2*t1 + 282*t0**2 - 51*t0**2/t1 + 3*t0*t1**5 - 54*t0*t1**4 + 270*t0*t1**3 - 606*t0*t1**2 + 688*t0*t1 - 384*t0 + 83*t0/t1 + 10*t1**4 - 94*t1**3 + 282*t1**2 - 384*t1 + 249 - 62/t1 + 12*t1**3/t0 - 51*t1**2/t0 + 83*t1/t0 - 62/t0 + 18/(t0*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 51]]",12*x**4 + 230*x**2 + (-9/x - 9/x**3)*(y**10 + y**(-10)) + (y**2 + y**(-2))*(-48*x**3 - 439*x - 1077/x - 905/x**3 - 228/x**5 - 9/x**7) + (y**4 + y**(-4))*(79*x**2 + 438 + 673/x**2 + 319/x**4 + 33/x**6) + (y**6 + y**(-6))*(-69*x - 245/x - 222/x**3 - 46/x**5) + (y**8 + y**(-8))*(34 + 73/x**2 + 30/x**4) + 957 + (y**12 + y**(-12))/x**2 + 1340/x**2 + 638/x**4 + 76/x**6,-9*t0**4*t1**3 + 33*t0**4*t1**2 - 46*t0**4*t1 + 30*t0**4 - 9*t0**4/t1 + t0**4/t1**2 - 9*t0**3*t1**4 + 76*t0**3*t1**3 - 228*t0**3*t1**2 + 319*t0**3*t1 - 222*t0**3 + 73*t0**3/t1 - 9*t0**3/t1**2 + 33*t0**2*t1**4 - 228*t0**2*t1**3 + 638*t0**2*t1**2 - 905*t0**2*t1 + 673*t0**2 - 245*t0**2/t1 + 34*t0**2/t1**2 - 46*t0*t1**4 + 319*t0*t1**3 - 905*t0*t1**2 + 1340*t0*t1 - 1077*t0 + 438*t0/t1 - 69*t0/t1**2 + 30*t1**4 - 222*t1**3 + 673*t1**2 - 1077*t1 + 957 - 439/t1 + 79/t1**2 - 9*t1**4/t0 + 73*t1**3/t0 - 245*t1**2/t0 + 438*t1/t0 - 439/t0 + 230/(t0*t1) - 48/(t0*t1**2) + t1**4/t0**2 - 9*t1**3/t0**2 + 34*t1**2/t0**2 - 69*t1/t0**2 + 79/t0**2 - 48/(t0**2*t1) + 12/(t0**2*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 52]]",94*x**4 + 796*x**2 + (3 + x**(-2))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-11*x**5 - 285*x**3 - 1162*x - 1456/x - 645/x**3 - 77/x**5) + (y**4 + y**(-4))*(42*x**4 + 422*x**2 + 946 + 691/x**2 + 163/x**4 + 6/x**6) + (y**6 + y**(-6))*(-65*x**3 - 336*x - 422/x - 166/x**3 - 15/x**5) + (y**8 + y**(-8))*(51*x**2 + 141 + 91/x**2 + 14/x**4) + (y**10 + y**(-10))*(-20*x - 26/x - 6/x**3) + 1723 + 1292/x**2 + 326/x**4 + 12/x**6,6*t0**4*t1**2 - 15*t0**4*t1 + 14*t0**4 - 6*t0**4/t1 + t0**4/t1**2 + 12*t0**3*t1**3 - 77*t0**3*t1**2 + 163*t0**3*t1 - 166*t0**3 + 91*t0**3/t1 - 26*t0**3/t1**2 + 3*t0**3/t1**3 + 6*t0**2*t1**4 - 77*t0**2*t1**3 + 326*t0**2*t1**2 - 645*t0**2*t1 + 691*t0**2 - 422*t0**2/t1 + 141*t0**2/t1**2 - 20*t0**2/t1**3 - 15*t0*t1**4 + 163*t0*t1**3 - 645*t0*t1**2 + 1292*t0*t1 - 1456*t0 + 946*t0/t1 - 336*t0/t1**2 + 51*t0/t1**3 + 14*t1**4 - 166*t1**3 + 691*t1**2 - 1456*t1 + 1723 - 1162/t1 + 422/t1**2 - 65/t1**3 - 6*t1**4/t0 + 91*t1**3/t0 - 422*t1**2/t0 + 946*t1/t0 - 1162/t0 + 796/(t0*t1) - 285/(t0*t1**2) + 42/(t0*t1**3) + t1**4/t0**2 - 26*t1**3/t0**2 + 141*t1**2/t0**2 - 336*t1/t0**2 + 422/t0**2 - 285/(t0**2*t1) + 94/(t0**2*t1**2) - 11/(t0**2*t1**3) + 3*t1**3/t0**3 - 20*t1**2/t0**3 + 51*t1/t0**3 - 65/t0**3 + 42/(t0**3*t1) - 11/(t0**3*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 53]]",46*x**2 + (-6/x**3 - 6/x**5)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-6*x**3 - 110*x - 378/x - 532/x**3 - 300/x**5 - 42/x**7) + (y**4 + y**(-4))*(17*x**2 + 149 + 389/x**2 + 404/x**4 + 135/x**6 + 6/x**8) + (y**6 + y**(-6))*(-23*x - 155/x - 323/x**3 - 229/x**5 - 38/x**7) + (y**8 + y**(-8))*(24 + 135/x**2 + 203/x**4 + 83/x**6 + 5/x**8) + (y**10 + y**(-10))*(-22/x - 88/x**3 - 80/x**5 - 14/x**7) + (y**12 + y**(-12))*(15/x**2 + 35/x**4 + 14/x**6) + 269 + 540/x**2 + (y**16 + y**(-16))/x**4 + 472/x**4 + 142/x**6 + 6/x**8,5*t0**6*t1**2 - 14*t0**6*t1 + 14*t0**6 - 6*t0**6/t1 + t0**6/t1**2 + 6*t0**5*t1**3 - 38*t0**5*t1**2 + 83*t0**5*t1 - 80*t0**5 + 35*t0**5/t1 - 6*t0**5/t1**2 + 6*t0**4*t1**4 - 42*t0**4*t1**3 + 135*t0**4*t1**2 - 229*t0**4*t1 + 203*t0**4 - 88*t0**4/t1 + 15*t0**4/t1**2 + 6*t0**3*t1**5 - 42*t0**3*t1**4 + 142*t0**3*t1**3 - 300*t0**3*t1**2 + 404*t0**3*t1 - 323*t0**3 + 135*t0**3/t1 - 22*t0**3/t1**2 + 5*t0**2*t1**6 - 38*t0**2*t1**5 + 135*t0**2*t1**4 - 300*t0**2*t1**3 + 472*t0**2*t1**2 - 532*t0**2*t1 + 389*t0**2 - 155*t0**2/t1 + 24*t0**2/t1**2 - 14*t0*t1**6 + 83*t0*t1**5 - 229*t0*t1**4 + 404*t0*t1**3 - 532*t0*t1**2 + 540*t0*t1 - 378*t0 + 149*t0/t1 - 23*t0/t1**2 + 14*t1**6 - 80*t1**5 + 203*t1**4 - 323*t1**3 + 389*t1**2 - 378*t1 + 269 - 110/t1 + 17/t1**2 - 6*t1**6/t0 + 35*t1**5/t0 - 88*t1**4/t0 + 135*t1**3/t0 - 155*t1**2/t0 + 149*t1/t0 - 110/t0 + 46/(t0*t1) - 6/(t0*t1**2) + t1**6/t0**2 - 6*t1**5/t0**2 + 15*t1**4/t0**2 - 22*t1**3/t0**2 + 24*t1**2/t0**2 - 23*t1/t0**2 + 17/t0**2 - 6/(t0**2*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 54]]",154*x**2 + (3/x**2 + x**(-4))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-18*x**3 - 404*x - 1347/x - 1422/x**3 - 509/x**5 - 48/x**7) + (y**4 + y**(-4))*(59*x**2 + 515 + 1001/x**2 + 633/x**4 + 126/x**6 + 5/x**8) + (y**6 + y**(-6))*(-79*x - 365/x - 422/x**3 - 150/x**5 - 14/x**7) + (y**8 + y**(-8))*(55 + 143/x**2 + 89/x**4 + 14/x**6) + (y**10 + y**(-10))*(-20/x - 26/x**3 - 6/x**5) + 1031 + 1836/x**2 + 1128/x**4 + 218/x**6 + 6/x**8,5*t0**5*t1**3 - 14*t0**5*t1**2 + 14*t0**5*t1 - 6*t0**5 + t0**5/t1 + 6*t0**4*t1**4 - 48*t0**4*t1**3 + 126*t0**4*t1**2 - 150*t0**4*t1 + 89*t0**4 - 26*t0**4/t1 + 3*t0**4/t1**2 + 5*t0**3*t1**5 - 48*t0**3*t1**4 + 218*t0**3*t1**3 - 509*t0**3*t1**2 + 633*t0**3*t1 - 422*t0**3 + 143*t0**3/t1 - 20*t0**3/t1**2 - 14*t0**2*t1**5 + 126*t0**2*t1**4 - 509*t0**2*t1**3 + 1128*t0**2*t1**2 - 1422*t0**2*t1 + 1001*t0**2 - 365*t0**2/t1 + 55*t0**2/t1**2 + 14*t0*t1**5 - 150*t0*t1**4 + 633*t0*t1**3 - 1422*t0*t1**2 + 1836*t0*t1 - 1347*t0 + 515*t0/t1 - 79*t0/t1**2 - 6*t1**5 + 89*t1**4 - 422*t1**3 + 1001*t1**2 - 1347*t1 + 1031 - 404/t1 + 59/t1**2 + t1**5/t0 - 26*t1**4/t0 + 143*t1**3/t0 - 365*t1**2/t0 + 515*t1/t0 - 404/t0 + 154/(t0*t1) - 18/(t0*t1**2) + 3*t1**4/t0**2 - 20*t1**3/t0**2 + 55*t1**2/t0**2 - 79*t1/t0**2 + 59/t0**2 - 18/(t0**2*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 55]]",4*x**6 + 82*x**4 + x**2*(y**16 + y**(-16)) + 256*x**2 + (-5*x**3 - 5*x)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-26*x**5 - 169*x**3 - 277*x - 182/x - 51/x**3 - 3/x**5) + (y**4 + y**(-4))*(4*x**6 + 82*x**4 + 221*x**2 + 192 + 71/x**2 + 9/x**4) + (y**6 + y**(-6))*(-26*x**5 - 134*x**3 - 170*x - 74/x - 12/x**3) + (y**8 + y**(-8))*(4*x**6 + 53*x**4 + 117*x**2 + 70 + 12/x**2) + (y**10 + y**(-10))*(-10*x**5 - 51*x**3 - 53*x - 12/x) + (y**12 + y**(-12))*(10*x**4 + 25*x**2 + 10) + 271 + 126/x**2 + 20/x**4,-3*t0**3*t1**2 + 9*t0**3*t1 - 12*t0**3 + 12*t0**3/t1 - 12*t0**3/t1**2 + 10*t0**3/t1**3 - 5*t0**3/t1**4 + t0**3/t1**5 - 3*t0**2*t1**3 + 20*t0**2*t1**2 - 51*t0**2*t1 + 71*t0**2 - 74*t0**2/t1 + 70*t0**2/t1**2 - 53*t0**2/t1**3 + 25*t0**2/t1**4 - 5*t0**2/t1**5 + 9*t0*t1**3 - 51*t0*t1**2 + 126*t0*t1 - 182*t0 + 192*t0/t1 - 170*t0/t1**2 + 117*t0/t1**3 - 51*t0/t1**4 + 10*t0/t1**5 - 12*t1**3 + 71*t1**2 - 182*t1 + 271 - 277/t1 + 221/t1**2 - 134/t1**3 + 53/t1**4 - 10/t1**5 + 12*t1**3/t0 - 74*t1**2/t0 + 192*t1/t0 - 277/t0 + 256/(t0*t1) - 169/(t0*t1**2) + 82/(t0*t1**3) - 26/(t0*t1**4) + 4/(t0*t1**5) - 12*t1**3/t0**2 + 70*t1**2/t0**2 - 170*t1/t0**2 + 221/t0**2 - 169/(t0**2*t1) + 82/(t0**2*t1**2) - 26/(t0**2*t1**3) + 4/(t0**2*t1**4) + 10*t1**3/t0**3 - 53*t1**2/t0**3 + 117*t1/t0**3 - 134/t0**3 + 82/(t0**3*t1) - 26/(t0**3*t1**2) + 4/(t0**3*t1**3) - 5*t1**3/t0**4 + 25*t1**2/t0**4 - 51*t1/t0**4 + 53/t0**4 - 26/(t0**4*t1) + 4/(t0**4*t1**2) + t1**3/t0**5 - 5*t1**2/t0**5 + 10*t1/t0**5 - 10/t0**5 + 4/(t0**5*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 56]]",4*x**6 + 150*x**4 + 720*x**2 + (x**2 + 3)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-34*x**5 - 336*x**3 - 879*x - 777/x - 209/x**3 - 9/x**5) + (y**4 + y**(-4))*(4*x**6 + 85*x**4 + 408*x**2 + 620 + 301/x**2 + 33/x**4) + (y**6 + y**(-6))*(-10*x**5 - 101*x**3 - 281*x - 240/x - 50/x**3) + (y**8 + y**(-8))*(10*x**4 + 65*x**2 + 106 + 40/x**2) + (y**10 + y**(-10))*(-5*x**3 - 22*x - 17/x) + 1089 + 554/x**2 + 72/x**4,-9*t0**3*t1**2 + 33*t0**3*t1 - 50*t0**3 + 40*t0**3/t1 - 17*t0**3/t1**2 + 3*t0**3/t1**3 - 9*t0**2*t1**3 + 72*t0**2*t1**2 - 209*t0**2*t1 + 301*t0**2 - 240*t0**2/t1 + 106*t0**2/t1**2 - 22*t0**2/t1**3 + t0**2/t1**4 + 33*t0*t1**3 - 209*t0*t1**2 + 554*t0*t1 - 777*t0 + 620*t0/t1 - 281*t0/t1**2 + 65*t0/t1**3 - 5*t0/t1**4 - 50*t1**3 + 301*t1**2 - 777*t1 + 1089 - 879/t1 + 408/t1**2 - 101/t1**3 + 10/t1**4 + 40*t1**3/t0 - 240*t1**2/t0 + 620*t1/t0 - 879/t0 + 720/(t0*t1) - 336/(t0*t1**2) + 85/(t0*t1**3) - 10/(t0*t1**4) - 17*t1**3/t0**2 + 106*t1**2/t0**2 - 281*t1/t0**2 + 408/t0**2 - 336/(t0**2*t1) + 150/(t0**2*t1**2) - 34/(t0**2*t1**3) + 4/(t0**2*t1**4) + 3*t1**3/t0**3 - 22*t1**2/t0**3 + 65*t1/t0**3 - 101/t0**3 + 85/(t0**3*t1) - 34/(t0**3*t1**2) + 4/(t0**3*t1**3) + t1**2/t0**4 - 5*t1/t0**4 + 10/t0**4 - 10/(t0**4*t1) + 4/(t0**4*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 57]]",24*x**4 + 220*x**2 + (-5/x - 5/x**3)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-3*x**5 - 75*x**3 - 368*x - 631/x - 394/x**3 - 59/x**5) + (y**4 + y**(-4))*(11*x**4 + 130*x**2 + 407 + 461/x**2 + 160/x**4 + 7/x**6) + (y**6 + y**(-6))*(-20*x**3 - 149*x - 318/x - 226/x**3 - 37/x**5) + (y**8 + y**(-8))*(24*x**2 + 121 + 173/x**2 + 68/x**4 + 4/x**6) + (y**10 + y**(-10))*(-20*x - 70/x - 60/x**3 - 10/x**5) + (y**12 + y**(-12))*(12 + 27/x**2 + 10/x**4) + 597 + (y**16 + y**(-16))/x**2 + 616/x**2 + 202/x**4 + 10/x**6,4*t0**5*t1 - 10*t0**5 + 10*t0**5/t1 - 5*t0**5/t1**2 + t0**5/t1**3 + 7*t0**4*t1**2 - 37*t0**4*t1 + 68*t0**4 - 60*t0**4/t1 + 27*t0**4/t1**2 - 5*t0**4/t1**3 + 10*t0**3*t1**3 - 59*t0**3*t1**2 + 160*t0**3*t1 - 226*t0**3 + 173*t0**3/t1 - 70*t0**3/t1**2 + 12*t0**3/t1**3 + 7*t0**2*t1**4 - 59*t0**2*t1**3 + 202*t0**2*t1**2 - 394*t0**2*t1 + 461*t0**2 - 318*t0**2/t1 + 121*t0**2/t1**2 - 20*t0**2/t1**3 + 4*t0*t1**5 - 37*t0*t1**4 + 160*t0*t1**3 - 394*t0*t1**2 + 616*t0*t1 - 631*t0 + 407*t0/t1 - 149*t0/t1**2 + 24*t0/t1**3 - 10*t1**5 + 68*t1**4 - 226*t1**3 + 461*t1**2 - 631*t1 + 597 - 368/t1 + 130/t1**2 - 20/t1**3 + 10*t1**5/t0 - 60*t1**4/t0 + 173*t1**3/t0 - 318*t1**2/t0 + 407*t1/t0 - 368/t0 + 220/(t0*t1) - 75/(t0*t1**2) + 11/(t0*t1**3) - 5*t1**5/t0**2 + 27*t1**4/t0**2 - 70*t1**3/t0**2 + 121*t1**2/t0**2 - 149*t1/t0**2 + 130/t0**2 - 75/(t0**2*t1) + 24/(t0**2*t1**2) - 3/(t0**2*t1**3) + t1**5/t0**3 - 5*t1**4/t0**3 + 12*t1**3/t0**3 - 20*t1**2/t0**3 + 24*t1/t0**3 - 20/t0**3 + 11/(t0**3*t1) - 3/(t0**3*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 58]]",4*x**6 + 102*x**4 + 394*x**2 + (x**2 + 3)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-28*x**5 - 205*x**3 - 465*x - 384/x - 101/x**3 - 5/x**5) + (y**4 + y**(-4))*(4*x**6 + 64*x**4 + 241*x**2 + 333 + 151/x**2 + 17/x**4) + (y**6 + y**(-6))*(-10*x**5 - 73*x**3 - 172*x - 135/x - 26/x**3) + (y**8 + y**(-8))*(10*x**4 + 48*x**2 + 71 + 24/x**2) + (y**10 + y**(-10))*(-5*x**3 - 18*x - 13/x) + 547 + 264/x**2 + 36/x**4,-5*t0**3*t1**2 + 17*t0**3*t1 - 26*t0**3 + 24*t0**3/t1 - 13*t0**3/t1**2 + 3*t0**3/t1**3 - 5*t0**2*t1**3 + 36*t0**2*t1**2 - 101*t0**2*t1 + 151*t0**2 - 135*t0**2/t1 + 71*t0**2/t1**2 - 18*t0**2/t1**3 + t0**2/t1**4 + 17*t0*t1**3 - 101*t0*t1**2 + 264*t0*t1 - 384*t0 + 333*t0/t1 - 172*t0/t1**2 + 48*t0/t1**3 - 5*t0/t1**4 - 26*t1**3 + 151*t1**2 - 384*t1 + 547 - 465/t1 + 241/t1**2 - 73/t1**3 + 10/t1**4 + 24*t1**3/t0 - 135*t1**2/t0 + 333*t1/t0 - 465/t0 + 394/(t0*t1) - 205/(t0*t1**2) + 64/(t0*t1**3) - 10/(t0*t1**4) - 13*t1**3/t0**2 + 71*t1**2/t0**2 - 172*t1/t0**2 + 241/t0**2 - 205/(t0**2*t1) + 102/(t0**2*t1**2) - 28/(t0**2*t1**3) + 4/(t0**2*t1**4) + 3*t1**3/t0**3 - 18*t1**2/t0**3 + 48*t1/t0**3 - 73/t0**3 + 64/(t0**3*t1) - 28/(t0**3*t1**2) + 4/(t0**3*t1**3) + t1**2/t0**4 - 5*t1/t0**4 + 10/t0**4 - 10/(t0**4*t1) + 4/(t0**4*t1**2)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 59]]",4*x**6 + 34*x**4 + 96*x**2 + (y**2 + y**(-2))*(-10*x**5 - 48*x**3 - 106*x - 143/x - 82/x**3 - 7/x**5) + (y**4 + y**(-4))*(10*x**4 + 37*x**2 + 71 + 74/x**2 + 19/x**4) + (y**6 + y**(-6))*(-5*x**3 - 16*x - 28/x - 17/x**3) + (y**8 + y**(-8))*(x**2 + 3 + 5/x**2) + 161 + 150/x**2 + 40/x**4,-7*t0**3*t1**2 + 19*t0**3*t1 - 17*t0**3 + 5*t0**3/t1 - 7*t0**2*t1**3 + 40*t0**2*t1**2 - 82*t0**2*t1 + 74*t0**2 - 28*t0**2/t1 + 3*t0**2/t1**2 + 19*t0*t1**3 - 82*t0*t1**2 + 150*t0*t1 - 143*t0 + 71*t0/t1 - 16*t0/t1**2 + t0/t1**3 - 17*t1**3 + 74*t1**2 - 143*t1 + 161 - 106/t1 + 37/t1**2 - 5/t1**3 + 5*t1**3/t0 - 28*t1**2/t0 + 71*t1/t0 - 106/t0 + 96/(t0*t1) - 48/(t0*t1**2) + 10/(t0*t1**3) + 3*t1**2/t0**2 - 16*t1/t0**2 + 37/t0**2 - 48/(t0**2*t1) + 34/(t0**2*t1**2) - 10/(t0**2*t1**3) + t1/t0**3 - 5/t0**3 + 10/(t0**3*t1) - 10/(t0**3*t1**2) + 4/(t0**3*t1**3)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 60]]",10*x**2 + (6/x**4 + 3/x**6)*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-32*x - 212/x - 463/x**3 - 378/x**5 - 99/x**7 - 4/x**9) + (y**4 + y**(-4))*(47 + 236/x**2 + 378/x**4 + 199/x**6 + 28/x**8) + (y**6 + y**(-6))*(-50/x - 203/x**3 - 219/x**5 - 70/x**7 - 4/x**9) + (y**8 + y**(-8))*(44/x**2 + 120/x**4 + 76/x**6 + 12/x**8) + (y**10 + y**(-10))*(-25/x**3 - 36/x**5 - 11/x**7) + 125 + 404/x**2 + 514/x**4 + 234/x**6 + 28/x**8,-4*t0**6*t1**3 + 12*t0**6*t1**2 - 11*t0**6*t1 + 3*t0**6 - 4*t0**5*t1**4 + 28*t0**5*t1**3 - 70*t0**5*t1**2 + 76*t0**5*t1 - 36*t0**5 + 6*t0**5/t1 - 4*t0**4*t1**5 + 28*t0**4*t1**4 - 99*t0**4*t1**3 + 199*t0**4*t1**2 - 219*t0**4*t1 + 120*t0**4 - 25*t0**4/t1 - 4*t0**3*t1**6 + 28*t0**3*t1**5 - 99*t0**3*t1**4 + 234*t0**3*t1**3 - 378*t0**3*t1**2 + 378*t0**3*t1 - 203*t0**3 + 44*t0**3/t1 + 12*t0**2*t1**6 - 70*t0**2*t1**5 + 199*t0**2*t1**4 - 378*t0**2*t1**3 + 514*t0**2*t1**2 - 463*t0**2*t1 + 236*t0**2 - 50*t0**2/t1 - 11*t0*t1**6 + 76*t0*t1**5 - 219*t0*t1**4 + 378*t0*t1**3 - 463*t0*t1**2 + 404*t0*t1 - 212*t0 + 47*t0/t1 + 3*t1**6 - 36*t1**5 + 120*t1**4 - 203*t1**3 + 236*t1**2 - 212*t1 + 125 - 32/t1 + 6*t1**5/t0 - 25*t1**4/t0 + 44*t1**3/t0 - 50*t1**2/t0 + 47*t1/t0 - 32/t0 + 10/(t0*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 61]]",30*x**2 + (y**2 + y**(-2))*(-104*x - 631/x - 960/x**3 - 535/x**5 - 106/x**7 - 4/x**9) + (y**4 + y**(-4))*(137 + 451/x**2 + 410/x**4 + 134/x**6 + 12/x**8) + (y**6 + y**(-6))*(-81/x - 145/x**3 - 75/x**5 - 11/x**7) + (y**8 + y**(-8))*(18/x**2 + 15/x**4 + 3/x**6) + 415 + 1116/x**2 + 1002/x**4 + 346/x**6 + 36/x**8,-4*t0**5*t1**4 + 12*t0**5*t1**3 - 11*t0**5*t1**2 + 3*t0**5*t1 - 4*t0**4*t1**5 + 36*t0**4*t1**4 - 106*t0**4*t1**3 + 134*t0**4*t1**2 - 75*t0**4*t1 + 15*t0**4 + 12*t0**3*t1**5 - 106*t0**3*t1**4 + 346*t0**3*t1**3 - 535*t0**3*t1**2 + 410*t0**3*t1 - 145*t0**3 + 18*t0**3/t1 - 11*t0**2*t1**5 + 134*t0**2*t1**4 - 535*t0**2*t1**3 + 1002*t0**2*t1**2 - 960*t0**2*t1 + 451*t0**2 - 81*t0**2/t1 + 3*t0*t1**5 - 75*t0*t1**4 + 410*t0*t1**3 - 960*t0*t1**2 + 1116*t0*t1 - 631*t0 + 137*t0/t1 + 15*t1**4 - 145*t1**3 + 451*t1**2 - 631*t1 + 415 - 104/t1 + 18*t1**3/t0 - 81*t1**2/t0 + 137*t1/t0 - 104/t0 + 30/(t0*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 62]]",4*x**2 + (-5/x**5 - 5/x**7)*(y**14 + y**(-14)) + (y**2 + y**(-2))*(-12*x - 64/x - 127/x**3 - 130/x**5 - 59/x**7 - 4/x**9) + (y**4 + y**(-4))*(17 + 72/x**2 + 122/x**4 + 98/x**6 + 22/x**8) + (y**6 + y**(-6))*(-18/x - 71/x**3 - 104/x**5 - 55/x**7 - 4/x**9) + (y**8 + y**(-8))*(18/x**2 + 63/x**4 + 72/x**6 + 19/x**8) + (y**10 + y**(-10))*(-16/x**3 - 46/x**5 - 33/x**7 - 3/x**9) + (y**12 + y**(-12))*(11/x**4 + 23/x**6 + 7/x**8) + 41 + 110/x**2 + 144/x**4 + (y**16 + y**(-16))/x**6 + 102/x**6 + 22/x**8,-3*t0**7*t1**2 + 7*t0**7*t1 - 5*t0**7 + t0**7/t1 - 4*t0**6*t1**3 + 19*t0**6*t1**2 - 33*t0**6*t1 + 23*t0**6 - 5*t0**6/t1 - 4*t0**5*t1**4 + 22*t0**5*t1**3 - 55*t0**5*t1**2 + 72*t0**5*t1 - 46*t0**5 + 11*t0**5/t1 - 4*t0**4*t1**5 + 22*t0**4*t1**4 - 59*t0**4*t1**3 + 98*t0**4*t1**2 - 104*t0**4*t1 + 63*t0**4 - 16*t0**4/t1 - 4*t0**3*t1**6 + 22*t0**3*t1**5 - 59*t0**3*t1**4 + 102*t0**3*t1**3 - 130*t0**3*t1**2 + 122*t0**3*t1 - 71*t0**3 + 18*t0**3/t1 - 3*t0**2*t1**7 + 19*t0**2*t1**6 - 55*t0**2*t1**5 + 98*t0**2*t1**4 - 130*t0**2*t1**3 + 144*t0**2*t1**2 - 127*t0**2*t1 + 72*t0**2 - 18*t0**2/t1 + 7*t0*t1**7 - 33*t0*t1**6 + 72*t0*t1**5 - 104*t0*t1**4 + 122*t0*t1**3 - 127*t0*t1**2 + 110*t0*t1 - 64*t0 + 17*t0/t1 - 5*t1**7 + 23*t1**6 - 46*t1**5 + 63*t1**4 - 71*t1**3 + 72*t1**2 - 64*t1 + 41 - 12/t1 + t1**7/t0 - 5*t1**6/t0 + 11*t1**5/t0 - 16*t1**4/t0 + 18*t1**3/t0 - 18*t1**2/t0 + 17*t1/t0 - 12/t0 + 4/(t0*t1)
"LinksGouldInvariant[2, 1, PrimeKnot[11, ""A"", 63]]",12*x**2 + (3/x**4 + x**(-6))*(y**12 + y**(-12)) + (y**2 + y**(-2))*(-44*x - 304/x - 626/x**3 - 470/x**5 - 108/x**7 - 4/x**9) + (y**4 + y**(-4))*(71 + 319/x**2 + 452/x**4 + 208/x**6 + 25/x**8) + (y**6 + y**(-6))*(-68/x - 225/x**3 - 210/x**5 - 56/x**7 - 3/x**9) + (y**8 + y**(-8))*(43/x**2 + 101/x**4 + 54/x**6 + 7/x**8) + (y**10 + y**(-10))*(-17/x**3 - 22/x**5 - 5/x**7) + 175 + 568/x**2 + 686/x**4 + 286/x**6 + 30/x**8,-3*t0**6*t1**3 + 7*t0**6*t1**2 - 5*t0**6*t1 + t0**6 - 4*t0**5*t1**4 + 25*t0**5*t1**3 - 56*t0**5*t1**2 + 54*t0**5*t1 - 22*t0**5 + 3*t0**5/t1 - 4*t0**4*t1**5 + 30*t0**4*t1**4 - 108*t0**4*t1**3 + 208*t0**4*t1**2 - 210*t0**4*t1 + 101*t0**4 - 17*t0**4/t1 - 3*t0**3*t1**6 + 25*t0**3*t1**5 - 108*t0**3*t1**4 + 286*t0**3*t1**3 - 470*t0**3*t1**2 + 452*t0**3*t1 - 225*t0**3 + 43*t0**3/t1 + 7*t0**2*t1**6 - 56*t0**2*t1**5 + 208*t0**2*t1**4 - 470*t0**2*t1**3 + 686*t0**2*t1**2 - 626*t0**2*t1 + 319*t0**2 - 68*t0**2/t1 - 5*t0*t1**6 + 54*t0*t1**5 - 210*t0*t1**4 + 452*t0*t1**3 - 626*t0*t1**2 + 568*t0*t1 - 304*t0 + 71*t0/t1 + t1**6 - 22*t1**5 + 101*t1**4 - 225*t1**3 + 319*t1**2 - 304*t1 + 175 - 44/t1 + 3*t1**5/t0 - 17*t1**4/t0 + 43*t1**3/t0 - 68*t1**2/t0 + 71*t1/t0 - 44/t0 + 12/(t0*t1)
